MESSAGES=66626, DATE=2018-03-22 11:14, STEPSIZE=100
Number of edges,Largest component size,LCS Standard Deviation, Average Clustering Coefficient, ACC standard deviation
14300,3999.0,78.16233108086043,0.008429246684509228,2.5803871089475203e-05
14400,4056.0,74.87875199270948,0.008502940246755252,2.5803871089475203e-05
14500,4125.0,71.68884153054543,0.008617619719129697,2.5803871089475203e-05
14600,4209.0,70.13522652706683,0.008808492695724032,2.5805563403477034e-05
14700,4245.0,68.55499617091405,0.008828591776559988,2.5681695400159575e-05
14800,4275.0,71.75114981661658,0.00883034084909039,2.5460050954945802e-05
14900,4303.0,70.21616622984543,0.008800643242883979,2.5215222754848873e-05
15000,4320.0,71.1851634822917,0.008953090954743557,2.5190538652002255e-05
15100,4364.0,71.87369129233377,0.009088780951948342,2.5434713400361674e-05
15200,4395.0,70.13337294050898,0.009085430452786593,2.5410917192501496e-05
15300,4423.0,69.768187592871,0.00907525370299623,2.852984006233645e-05
15400,4448.0,72.05026023554348,0.009128517245745158,2.706402503675388e-05
15500,4489.0,70.29457660435615,0.009305801920379806,2.704830749434955e-05
15600,4513.0,68.53282060434609,0.009385078801246702,2.704749824666418e-05
15700,4591.0,69.1827290586314,0.00950879814708044,2.747822206229896e-05
15800,4624.0,67.62943146300682,0.009587875901062394,2.747822206229896e-05
15900,4659.0,69.56067495359717,0.009766579627381096,2.8094828037293567e-05
16000,4709.0,72.04753639088865,0.009776586764674947,2.809515359841559e-05
16100,4752.0,72.06488395880773,0.009827557854753569,2.8088076724245226e-05
16200,4814.0,68.9441077977042,0.009861579037689092,2.9117326371728758e-05
16300,4838.0,66.88497589140658,0.01002684945428453,2.9116797522932362e-05
16400,4863.0,68.38501297813919,0.010267815001741834,2.900124179920827e-05
16500,4886.0,71.77734670501495,0.01026333723183407,2.9001074670646144e-05
16600,4911.0,71.29088300768547,0.010505442109346709,2.8890564515220305e-05
16700,4948.0,72.01111025386318,0.010496384802033297,2.9472467402017638e-05
16800,4976.0,67.89698078707183,0.010540925043615763,2.9353197105672497e-05
16900,5004.0,68.04513208169631,0.01055856996209844,2.9373952067378106e-05
17000,5047.0,68.17484873472316,0.010598327131279442,2.8989032311317633e-05
17100,5075.0,64.73940067684914,0.010578976861211543,2.8519757146250274e-05
17200,5126.0,63.12960874262111,0.010637251207825778,2.844159861522747e-05
17300,5172.0,60.95317875215086,0.010765404242458558,2.7320761717991124e-05
17400,5241.0,62.684826712595125,0.010886214910056344,2.8064475244216e-05
17500,5261.0,63.445468711214474,0.011069192871287,2.806230633721433e-05
17600,5289.0,63.44468062802157,0.011268512387898723,2.8017652105983442e-05
17700,5341.0,62.18488562350456,0.0112671319124176,2.8032171765502573e-05
17800,5375.0,56.87642305920386,0.01130257784032377,2.8031942097310204e-05
17900,5431.0,56.125996650372414,0.0113004746453671,2.803188093114155e-05
18000,5463.0,53.67448183250658,0.011225513621165997,2.8150996748932225e-05
18100,5508.0,55.77956615091679,0.011444928072252974,2.8671663127360688e-05
18200,5548.0,56.31986772009978,0.011439771852359195,2.8630952119446106e-05
18300,5608.0,55.29039247494431,0.011403635139012705,2.868194772710829e-05
18400,5679.0,53.54052203710719,0.011431536122582324,2.8343403662379628e-05
18500,5725.0,51.46493952183073,0.011304555500318446,2.8353780008645945e-05
18600,5759.0,52.19892240287588,0.011389293903572842,2.835304637456733e-05
18700,5807.0,54.05781627084637,0.011489831841347912,2.8332505464710244e-05
18800,5835.0,57.75023809477825,0.01148226712400374,2.8533936169945055e-05
18900,5873.0,56.21085304428871,0.011527840697103388,3.1831658739852746e-05
19000,5889.0,55.7499775787595,0.011526353325980178,3.187844273349543e-05
19100,5920.0,58.055038540923206,0.011639373842061046,3.190329835923101e-05
19200,5964.0,56.55305031589531,0.01169911776827787,3.175563491784824e-05
19300,5988.0,56.92055867600106,0.01174550287193773,3.1736287753285896e-05
19400,6044.0,54.412751262938215,0.011798046209914008,3.174819634739413e-05
19500,6096.0,56.65198584357185,0.011798107887185464,3.1734468480828835e-05
19600,6187.0,56.726074251585786,0.011987235023300293,3.1734468480828835e-05
19700,6229.0,53.79442350312325,0.012019451385304828,3.102396572259242e-05
19800,6261.0,53.775366107462766,0.012091821796261332,3.117966565803073e-05
19900,6288.0,54.23061865808048,0.012402772941237592,3.2158312690194924e-05
20000,6324.0,57.178033369603554,0.012609947252801179,3.257666881878578e-05
20100,6349.0,59.715659587819545,0.012719152163272745,3.992696732443903e-05
20200,6390.0,62.21527143724069,0.012689132886373664,4.045660048768612e-05
20300,6414.0,63.84142463966055,0.012834175055693484,4.0583535873992926e-05
20400,6447.0,63.47881536365169,0.0128817515853312,4.051205025123348e-05
20500,6482.0,64.89106255867628,0.012968748047126024,4.021364603517253e-05
20600,6502.0,63.601474039353384,0.013251152853808488,4.152235921888919e-05
20700,6534.0,58.749468082698414,0.013478040999571648,4.1100140399734295e-05
20800,6569.0,59.24464110769627,0.01348197494509353,4.588604525668283e-05
20900,6606.0,58.63028227768191,0.013400764481766466,4.5904274069106825e-05
21000,6642.0,57.275540154693616,0.013585336800464278,4.590399712799971e-05
21100,6677.0,59.53687932689868,0.013563231828682795,4.616160710964117e-05
21200,6708.0,57.01883460733429,0.013808792626047315,4.622301222884586e-05
21300,6733.0,55.862330778388035,0.013945092228193267,4.662557154180286e-05
21400,6794.0,58.12252145271622,0.01392429417781751,5.3397068303437976e-05
21500,6824.0,55.87832764129649,0.014326055179681102,5.339904471719456e-05
21600,6847.0,54.418654889529336,0.014455758208798802,5.3187357539428075e-05
21700,6883.0,56.19294884599263,0.014577056368223155,5.33954347157606e-05
21800,6967.0,55.517091962552776,0.014556745924122316,4.927069873417458e-05
21900,7059.0,55.03532956191031,0.01460996415779875,4.9284262471869066e-05
22000,7113.0,55.52395879281507,0.014621362117563952,5.087701722418515e-05
22100,7164.0,53.545751465530344,0.014733479066269367,5.087076751499142e-05
22200,7214.0,52.72843160946511,0.014785676703411795,5.007555249365976e-05
22300,7241.0,53.6123819653076,0.01476198488197677,5.008405254875875e-05
22400,7271.0,52.08308266585747,0.014895605606724172,5.1701702654838534e-05
22500,7302.0,52.97025108489126,0.014958260462933488,5.295006656531326e-05
22600,7320.0,53.631404046654396,0.01504395794775903,5.276136458621704e-05
22700,7345.0,53.6017490384273,0.01505244533568784,5.3137723303012715e-05
22800,7376.0,51.722601442327445,0.015237452158204346,5.237203514780566e-05
22900,7408.0,55.71703060993182,0.015390704995676708,5.142609697585487e-05
23000,7444.0,53.383400978150874,0.015729730640115017,5.0935623857886845e-05
23100,7492.0,53.654892601012875,0.015888357392985088,4.989315528096102e-05
23200,7518.0,51.774969821126334,0.01586094801354971,5.0283729018395435e-05
23300,7571.0,53.14357910424868,0.016012130367492772,4.9954139992674194e-05
23400,7616.0,55.48783650500315,0.01610596521940593,4.997300592370277e-05
23500,7653.0,54.748972592990995,0.016128389466335286,4.798721720336035e-05
23600,7680.0,57.02464379522753,0.016443621185950504,4.7623755739459106e-05
23700,7735.0,61.9228552313087,0.016439628294284518,4.896866572861742e-05
23800,7766.0,65.55638794210292,0.016463593235329303,4.733547552936086e-05
23900,7807.0,66.71752018744291,0.016479927113699718,5.0158407840208996e-05
24000,7855.0,67.97608035163974,0.016395897367281642,5.0154354821345856e-05
24100,7891.0,67.14110142088478,0.016489691448680434,5.000806238305197e-05
24200,7918.0,64.95413766621687,0.01650108940844563,5.0122907861692065e-05
24300,7951.0,61.897980581068275,0.016485417213768484,5.0775954468062415e-05
24400,7988.0,62.64495191190827,0.016627321433292798,5.065849229103203e-05
24500,8031.0,64.11511132332521,0.016713218420369474,5.280019403964471e-05
24600,8065.0,61.28629536846279,0.01674873527713783,5.279384006869602e-05
24700,8096.0,64.09921996388523,0.016771972070549014,5.2601319988160535e-05
24800,8116.0,66.67598893154866,0.01700647214049105,5.3104589969586495e-05
24900,8143.0,69.79369599015817,0.017037779523482476,5.2991706305379114e-05
25000,8179.0,67.43545061821017,0.017034217661055846,5.711561154660058e-05
25100,8208.0,69.5329238565825,0.017017731326395467,5.717574044413394e-05
25200,8292.0,69.62111748617542,0.017176860821736285,5.7125458629228114e-05
25300,8320.0,70.42320285295992,0.01742157238556014,5.740154950491934e-05
25400,8350.0,69.02063097383439,0.017443361109665996,5.683993142799256e-05
25500,8391.0,67.23957168190931,0.017405061538627642,5.569466090580001e-05
25600,8409.0,68.27391522379315,0.017427980812700965,5.873681578568096e-05
25700,8437.0,68.84931009110736,0.017503181774805664,5.646093299337157e-05
25800,8485.0,70.69220254022419,0.017549828295208385,5.994867114784995e-05
25900,8509.0,67.33156763377382,0.017589298120865897,5.583069376216079e-05
26000,8532.0,64.09953197957064,0.017617012802794978,5.0539680017088854e-05
26100,8554.0,62.73585497961945,0.017767048933340586,5.415864450130344e-05
26200,8603.0,62.53309123966349,0.01789756662092861,5.505213474390951e-05
26300,8640.0,63.768330697738655,0.017876962379517396,5.4562217979334815e-05
26400,8675.0,63.87822398869533,0.017839078402702935,5.1246154755758315e-05
26500,8716.0,62.06712092506056,0.017879887169362278,5.1640843544788694e-05
26600,8731.0,60.55648189893596,0.018023413263905646,5.364736732607678e-05
26700,8767.0,58.9146840773844,0.018024193481389564,5.195081539339891e-05
26800,8794.0,58.87350847395948,0.018216857858102502,5.2440689776523354e-05
26900,8819.0,58.95360463986387,0.018312257903343135,5.200764208257349e-05
27000,8859.0,55.92539673508055,0.01842838624224461,5.320203709378439e-05
27100,8904.0,54.96507982316246,0.01867104929906393,5.333863018544235e-05
27200,8929.0,55.1797064146949,0.01875029961126003,5.0917438760525275e-05
27300,8965.0,54.7132525087027,0.018873704634647954,5.472116123540159e-05
27400,8993.0,54.84275248454496,0.01895599737178049,5.530533742000713e-05
27500,9022.0,52.37881251003933,0.018994843852326408,5.353312039143921e-05
27600,9058.0,49.95287779519272,0.019096555469040585,5.3044794818172015e-05
27700,9085.0,48.98612048432601,0.019185174558770984,5.253863598156805e-05
27800,9115.0,50.48504729134694,0.019316864784921787,5.152038303473539e-05
27900,9131.0,50.3453076261945,0.01940043101302756,5.141242443550975e-05
28000,9170.0,48.527801310078566,0.019469519300195418,5.306432567876144e-05
28100,9192.0,49.316731440614504,0.019515790178466812,5.369933869298944e-05
28200,9259.0,48.00132810722241,0.019614510955493932,5.352495695164851e-05
28300,9289.0,48.96884213507675,0.01976879563751734,5.3286184443329246e-05
28400,9310.0,51.03097098788756,0.019899877659579495,5.264842043480891e-05
28500,9334.0,50.64622394691496,0.019947606616096285,5.2682594585675476e-05
28600,9377.0,51.867595857166776,0.02005857019517406,5.39177981606395e-05
28700,9394.0,54.407628142175255,0.02001355408972028,5.32878519731335e-05
28800,9429.0,55.91904863333443,0.019989910107707346,5.044255298376692e-05
28900,9454.0,57.157151783461146,0.019955460504955464,5.166128392403428e-05
29000,9489.0,57.021289883252656,0.020106118668924103,5.13193207196843e-05
29100,9517.0,55.8295620622016,0.02021602756665998,5.184096819548642e-05
29200,9534.0,56.867389600509696,0.02048210639958785,5.1412895713478975e-05
29300,9568.0,56.668421541475674,0.020488836160869665,5.214397384573682e-05
29400,9593.0,54.95386701543334,0.020470823313740727,5.323654400312154e-05
29500,9632.0,54.304949129649074,0.020469406397039144,5.331353722196322e-05
29600,9679.0,55.95701475239722,0.0204734861413191,5.2145614380884034e-05
29700,9706.0,56.340571527541925,0.020527734385428858,5.351709137881798e-05
29800,9724.0,56.81936289731891,0.020526072182963092,5.397098111720657e-05
29900,9764.0,56.00578095195305,0.020636265270588212,5.4461679799285744e-05
30000,9796.0,54.230065461662115,0.020559551554790893,5.463626651107358e-05
30100,9824.0,55.02099599300242,0.02078608078627825,5.326010056039689e-05
30200,9864.0,53.65712906945505,0.020818929033564863,5.1201434165005014e-05
30300,9893.0,51.742632325886944,0.02087773760023803,5.10438211485484e-05
30400,9928.0,50.700369820289964,0.02100688055507767,4.914295795357595e-05
30500,9968.0,48.488761584786076,0.021086798492340512,5.039752543728873e-05
30600,9992.0,50.669418784174844,0.021082778976187197,4.9927518583805175e-05
30700,10015.0,50.95534810056809,0.02119093506457953,5.034599196366638e-05
30800,10027.0,50.475340513863436,0.021184600571580656,5.413605261438517e-05
30900,10040.0,51.89939787718452,0.021402526688856064,5.417805221597829e-05
31000,10073.0,52.745710726222136,0.021529430758741856,5.4113287222954786e-05
31100,10106.0,52.280278308569265,0.021707238504082512,5.4252428485587786e-05
31200,10147.0,53.87139779083156,0.021727482607660706,5.4830201364604355e-05
31300,10164.0,54.53024390202473,0.021696995396326843,5.501919496648025e-05
31400,10190.0,52.16691959458675,0.021695928742944806,5.5906371500328136e-05
31500,10209.0,52.967796820107196,0.021664873999546082,5.7134014529653785e-05
31600,10240.0,52.00622558923256,0.02175619336766489,5.715591915072166e-05
31700,10286.0,51.97141041027633,0.02178841357427387,5.835308609664909e-05
31800,10313.0,52.41457335535454,0.02184717734817749,5.838283853888221e-05
31900,10351.0,54.3822351503681,0.021821155707349896,5.9147466766352445e-05
32000,10373.0,54.47898677452199,0.021821911253925245,5.781243621781417e-05
32100,10397.0,58.24912016484491,0.021915226830656782,5.709813133427048e-05
32200,10436.0,58.7674229480475,0.02198656276282363,6.279624667065947e-05
32300,10471.0,55.06777642068851,0.02206093448153522,6.267343186743225e-05
32400,10510.0,55.79193490110857,0.02208772391369057,6.398835925493393e-05
32500,10547.0,58.742893187866244,0.02223279846431235,6.340802161853068e-05
32600,10576.0,57.07048273916266,0.02232882323538941,6.287338907778939e-05
32700,10615.0,54.87677104184012,0.022465651136390156,6.321562401190786e-05
32800,10666.0,56.5095345941311,0.022562551796370896,6.344400169646319e-05
32900,10707.0,56.487255199228606,0.022529739487955905,6.359581655418214e-05
33000,10781.0,55.53071222275671,0.02250569903374878,6.368137138618159e-05
33100,10808.0,53.12955862794269,0.02270739662162359,6.114378640021698e-05
33200,10826.0,52.20007183871131,0.02300535932998128,6.18318224208538e-05
33300,10861.0,53.3497891278689,0.02315872816816805,6.190209758048427e-05
33400,10887.0,53.65687281236565,0.023176139661900283,6.310096624934848e-05
33500,10932.0,55.66785427898426,0.023217408398672527,6.330604925859032e-05
33600,10976.0,54.18899796075273,0.02326703084742303,6.352276830308256e-05
33700,11000.0,53.40550065282173,0.023484176471282776,6.495740309556502e-05
33800,11025.0,52.94324791710385,0.023601307777506245,6.42916611636634e-05
33900,11045.0,52.89279251503126,0.023700152721623898,6.406766171291685e-05
34000,11071.0,51.30994055773352,0.023742725458246895,6.385014865135855e-05
34100,11112.0,51.06016059440168,0.0237229702281993,6.306307203002945e-05
34200,11144.0,48.79597831742592,0.02383892916391627,6.267463169902312e-05
34300,11166.0,48.1222142051089,0.023918236883418886,6.263239178870203e-05
34400,11189.0,48.25909240813818,0.023922292709623805,6.169696865743635e-05
34500,11212.0,46.28636408348728,0.024039724573935484,6.480781669946556e-05
34600,11245.0,48.46594164906794,0.024039672165880998,6.510873675941497e-05
34700,11287.0,50.77034075065885,0.02401165684911599,7.094710050708665e-05
34800,11343.0,49.10050916247514,0.024054096979605363,7.206006934787331e-05
34900,11392.0,50.84869713094102,0.024014068430429955,7.217074478861633e-05
35000,11430.0,48.15391988210224,0.024062068327385933,7.540608528367825e-05
35100,11467.0,44.25370040941311,0.024117735316188785,7.433575989838486e-05
35200,11492.0,42.269699548989614,0.024235415633485805,7.442518971925638e-05
35300,11524.0,42.0136882453345,0.024337466451715768,7.95488485946113e-05
35400,11546.0,41.7969795560866,0.024417063961058576,8.23827516026956e-05
35500,11574.0,43.13107928258998,0.024533461653667318,8.308314182011977e-05
35600,11594.0,43.051829229180754,0.024658554435121674,8.524685161531428e-05
35700,11629.0,41.7969795560866,0.024769595975945087,8.624190909949794e-05
35800,11651.0,41.96721935037374,0.0247444112496223,8.591665426958402e-05
35900,11702.0,40.50046296061122,0.024799590583310778,8.572123962848177e-05
36000,11718.0,40.842379950534735,0.02485021060702859,8.521628030350262e-05
36100,11760.0,41.49759029162924,0.02482968749495139,8.420215965383886e-05
36200,11794.0,40.34832710301532,0.02495286265025699,8.003638434626238e-05
36300,11819.0,39.53666020263399,0.024998825383217512,8.173976482545508e-05
36400,11854.0,39.578276869237385,0.025075463101129947,7.983019220507737e-05
36500,11879.0,39.56801107027267,0.02507711079190323,8.054388310912578e-05
36600,11901.0,39.447306625844284,0.025028203087840806,8.197980850942424e-05
36700,11924.0,40.93467356628781,0.02499690187257652,8.07698053077312e-05
36800,11978.0,41.39673900125481,0.02510200600620992,7.854308067709095e-05
36900,11994.0,41.2996368025946,0.025160736883243058,7.884182114969846e-05
37000,12013.0,40.87860075959045,0.025495841074021426,7.972405009045666e-05
37100,12045.0,41.22047428229351,0.02546701354428476,8.071572507182718e-05
37200,12070.0,39.936073918767974,0.02547391617984186,7.924228343300155e-05
37300,12108.0,39.37397617795273,0.025511495873178407,7.966274603805525e-05
37400,12140.0,41.99675582663324,0.02556722326572248,8.214895946871708e-05
37500,12157.0,42.87921990961613,0.025714597142653728,8.216291742209945e-05
37600,12184.0,41.7598790705634,0.02571667222003076,8.386426643824321e-05
37700,12217.0,44.220215965880826,0.02591751284448001,8.447270262377038e-05
37800,12243.0,43.38833368630224,0.02588743710915552,8.214930398909747e-05
37900,12262.0,45.56915074866659,0.0259107440011579,8.649114697560322e-05
38000,12290.0,45.96028176617531,0.02596799777161641,8.736512942474248e-05
38100,12314.0,45.63384160960008,0.026126702496146854,8.726342389463391e-05
38200,12352.0,45.65246433631532,0.026158029707962445,8.514948276745482e-05
38300,12385.0,44.77194992507008,0.026487117472835425,8.397399422137254e-05
38400,12436.0,42.45750817116926,0.026537436163092558,8.510157457898657e-05
38500,12479.0,42.14887305627719,0.026579918494280107,8.747571477032062e-05
