MESSAGES=66626, DATE=2018-04-20 05:20, STEPSIZE=random, ORDER=50, ITERATIONS=20
Number of edges,Largest component size,LCS Standard Deviation, Average Clustering Coefficient, ACC standard deviation
9500,138.35,513.5460325034164,0.00038057042902956724,0.0010075240608523744
9550,139.2,516.0982077085716,0.00038035671728396973,0.0010068662984570444
9600,139.95,517.8680792441256,0.0003811403270178273,0.0010117097287769045
9650,142.7,529.1681301817032,0.00039109843088087226,0.001013466537857065
9700,144.7,535.8197551415961,0.00039954389966144103,0.0010268737250855489
9750,145.7,538.8782886700855,0.0004050291677984446,0.001022029892833844
9800,148.1,549.3063717089034,0.00042073019660000333,0.0010514321433975021
9850,151.55,563.4080648162573,0.00042664288822820184,0.001061409103150308
9900,154.85,576.4084727864433,0.0004284691522360354,0.0010689591301690988
9950,155.8,580.5373889767997,0.00043903940301828813,0.0011112683553267772
10000,157.2,585.9655791938636,0.0004388256912726906,0.0011103813841701433
10050,157.85,588.7907331981372,0.0004444415610320037,0.0011337127630220642
10100,158.75,592.7026130362511,0.0004446976759017278,0.0011468096010153997
10150,161.85,606.1779668546194,0.00045157592521458134,0.0011770180158558736
10200,163.15,611.6004639468482,0.0004525732466940364,0.0011826751780577374
10250,164.85,617.6744510662554,0.0004525732466940364,0.0011826751780577374
10300,165.85,621.5741528570827,0.00045773470915589227,0.0012042545667263387
10350,168.05,628.9982889483882,0.00045738361128812484,0.001203253233164322
10400,169.05,632.6738081349662,0.0004619563641939261,0.001222400352233259
10450,170.05,636.7901125959793,0.00046512133337872776,0.0012356673114120036
10500,172.8,646.5280813700206,0.00047217733390629904,0.0012442388198815543
10550,173.4,648.9123515545069,0.00047379204487303596,0.0012422864645810527
10600,176.3,661.2880688474577,0.000476117432200133,0.0012519711838995772
10650,177.25,663.6907318171619,0.00047898049114115406,0.0012639049091041307
10700,179.25,672.3841071143785,0.0004785988630240156,0.0012623136070247674
10750,181.35,680.3785178119604,0.0004832107809971919,0.0012602512519414993
10800,181.85,682.0937820417365,0.0004830683065001268,0.0012596576102070535
10850,183.05,684.599187481259,0.0004872713041635451,0.0012771809920540302
10900,186.3,697.6215377982535,0.0004884789451386677,0.001282220079713717
10950,187.3,701.2931697942024,0.0004946616408836818,0.0013080461811579203
11000,188.3,705.6404962868841,0.0005037732241959832,0.0013509208806212769
11050,192.2,710.9856257337416,0.0005126592228879317,0.001376364624441115
11100,192.8,713.1690963579395,0.0005170504904224714,0.0013820533080702968
11150,196.85,730.112681371855,0.000520381679853849,0.0013799378383535614
