MESSAGES=66626, DATE=2018-04-20 05:20, STEPSIZE=random, ORDER=50, ITERATIONS=20
Number of edges,Largest component size,LCS Standard Deviation, Average Clustering Coefficient, ACC standard deviation
66639,3199.1,4984.954913537333,0.0060986314314779,0.009644951198391219
66589,3198.45,4982.90997786434,0.006099185150679394,0.009646996061879676
66539,3198.15,4981.96642175557,0.006092291809768854,0.009621551399056748
66489,3197.3,4979.293906770316,0.006090951269075901,0.009616606287210517
66439,3196.75,4977.565337341139,0.006092345055520911,0.00962174783776
66389,3196.1,4975.523197614498,0.0060916838833006935,0.009619308698234262
66339,3195.4,4973.324837570938,0.006088832941589611,0.009608768827752743
66289,3195.0,4972.186289752225,0.006087066283295578,0.00960225548416087
66239,3194.05,4969.497323422158,0.006079448689111496,0.009574191005164278
66189,3192.95,4966.046047662063,0.006075269008487162,0.009558806366615866
66139,3192.35,4964.16447425949,0.006070375219056143,0.00954080591045914
66089,3191.75,4962.341784631526,0.006067805118457506,0.009531358008654263
66039,3191.25,4960.77478701664,0.006065145801165531,0.009521586145499198
65989,3190.6,4958.73838188707,0.006057509508061351,0.009493548770728688
65939,3189.6,4955.606979977327,0.006052137496638861,0.009473845277043641
65889,3188.9,4953.416103054537,0.006051957482033304,0.009473150072631841
65839,3188.3,4951.5389335034015,0.006043483510011602,0.00944206969292441
65789,3188.0,4950.658218863427,0.006046496753108621,0.009453104119455099
65739,3187.25,4948.312994092026,0.006043896747730362,0.009443582641903136
65689,3186.55,4946.354773719734,0.0060455577849892255,0.009449665063846431
65639,3185.55,4943.402072206954,0.006043502581970877,0.009442139517094644
65589,3185.25,4942.464879743709,0.006039927563668797,0.009429054823945376
65539,3184.35,4939.768671456185,0.0060355408934585015,0.009413060338058112
65489,3183.55,4937.271396986396,0.0060314078258901305,0.009397953357081736
65439,3182.65,4934.634234419001,0.006032386587673907,0.009401529951967903
65389,3181.5,4931.161480827818,0.006027639952731343,0.00938419016215106
65339,3180.75,4928.993821004445,0.006029222871848127,0.009389952954016463
65289,3179.65,4926.0195622327765,0.006027530672878616,0.009383772920671607
65239,3179.0,4924.221085613439,0.0060250184279297455,0.0093746012099093
65189,3178.45,4922.564397496492,0.006025865450142615,0.00937832302101406
65139,3177.8,4920.540210180178,0.006023014987761039,0.00936788658890991
65089,3176.75,4917.272057503022,0.006023435544513991,0.009369421346788526
65039,3176.4,4916.1831373536115,0.006022150750484267,0.009364733023339292
64989,3176.1,4915.249962107726,0.006018910869560286,0.009355139297180513
64939,3175.4,4913.354041792632,0.006017784156281924,0.00935102990721042
64889,3174.95,4912.067135890958,0.00601748517082459,0.009349867114726266
64839,3174.4,4910.413408258006,0.006012147651149526,0.009327527878217386
64789,3173.7,4908.293981619276,0.006004480113684914,0.009299607553432324
64739,3172.95,4905.964079312037,0.006003499439604805,0.009296022539452085
64689,3171.95,4902.859211470384,0.00599852076956487,0.009277927335891516
64639,3171.5,4901.685347918611,0.005999982904508549,0.009281931669369733
64589,3171.05,4900.3445131439485,0.005990466027376274,0.009253043818504449
64539,3170.1,4897.490846341625,0.005990217347997142,0.00925214089723502
64489,3169.65,4896.095426715046,0.0059872614363992846,0.009241411362219832
64439,3168.85,4893.726272228556,0.0059826034644844,0.009224231410347662
64389,3168.1,4891.678627015474,0.005982766375429927,0.00922467829241488
64339,3167.35,4889.63128747966,0.0059807313489235675,0.009218787201029798
64289,3166.5,4887.108894837519,0.005975543003474066,0.009199847742002222
64239,3166.1,4885.9805760972895,0.005974489956485333,0.009196008184857609
64189,3165.4,4884.033849186551,0.005972084251605977,0.009187297934830946
64139,3164.8,4882.23178065114,0.005971635103990685,0.009185672133202236
64089,3164.0,4879.849290705605,0.005963655044827005,0.009161114003184236
64039,3163.45,4878.333501053408,0.005958245596040097,0.009141005797141987
63989,3162.55,4876.3633219336725,0.005949435944309087,0.009108501230513419
63939,3160.55,4870.618754070164,0.005946802329316891,0.009101844458799524
63889,3159.8,4868.465462545668,0.0059410337518148405,0.00908104404105578
63839,3158.8,4865.486323071929,0.00593526487602482,0.009068756249438599
63789,3158.45,4864.677907888661,0.005936481970227895,0.009073145295267402
63739,3157.8,4862.763613419841,0.005926422394982023,0.009041882028724425
63689,3157.2,4861.183648042933,0.005920848824256432,0.00902180760847917
63639,3156.3,4858.461208036964,0.005916664923375959,0.009006752045243297
63589,3155.45,4856.056563457638,0.005917628433842298,0.009010311728732005
63539,3154.9,4854.685632458605,0.005914944803192769,0.009005100285284352
63489,3153.55,4850.902869312063,0.005908738195974704,0.008982748235945767
63439,3152.65,4848.129869083542,0.005907724421334134,0.008983496441996372
63389,3151.95,4846.264937815513,0.005902588963720268,0.008969603480434954
63339,3151.1,4843.863116356613,0.0059010181554666865,0.008963492108145676
63289,3150.25,4841.623156287569,0.005900607665390021,0.008962558769837356
63239,3149.25,4838.599723835399,0.005898593228852604,0.008955313281203591
63189,3148.0,4835.023329829961,0.005898108950984418,0.00895274791787401
63139,3147.1,4832.363726997379,0.005895734799256326,0.008944135035406888
63089,3146.4,4830.266259741796,0.00589467559022029,0.008944373872713414
63039,3145.35,4827.238840942097,0.00589690676850803,0.008950982968991111
62989,3144.6,4825.027289042001,0.005898876943642095,0.008958065366608103
62939,3143.55,4822.17646374539,0.00589718716544709,0.008956514715256466
62889,3142.75,4820.077726292388,0.0058935050992678685,0.008950727115966247
62839,3142.05,4817.930867862261,0.005892981765122503,0.00894879463924659
62789,3141.35,4815.8905124078565,0.005891937579074314,0.00894501865005676
62739,3139.6,4811.651591709441,0.005889619747554981,0.008938161271870396
