EDGES=66626.0, ITERATIONS=20,DATE=2018-04-17,,
Messages,Largest component size,LCS uncertainty,Average Clustering Coefficient,ACC uncertainty
52350,22411.7,60.7447117,0.000822159,0.000857471
52400,22414.2,61.41986649,0.000825968,0.000859551
52450,22417.7,59.91660872,0.000827929,0.000860666
52500,22420.15,61.26597751,0.000830275,0.000869384
52550,22423.25,61.34101401,0.000834071,0.000881508
52600,22427.5,61.50967403,0.000836723,0.000884261
52650,22431.6,61.30709584,0.000838699,0.000885825
52700,22436.25,61.04555676,0.000840873,0.000885347
52750,22440.85,58.88293471,0.00084622,0.00089881
52800,22444.45,58.88021739,0.000848934,0.000900069
52850,22447.8,59.31205611,0.000849468,0.0008987
52900,22451.95,58.89991511,0.000853156,0.000900728
52950,22456.25,57.79411735,0.000851504,0.000899699
53000,22459.55,57.32922466,0.000850537,0.000900242
53050,22462.2,58.33558091,0.000851806,0.000905033
53100,22465.75,59.42861264,0.000853486,0.000905008
53150,22468.85,58.10060241,0.000855852,0.000907872
53200,22471.7,56.93575327,0.000857219,0.000907473
53250,22475.7,55.73939361,0.000857516,0.000907563
53300,22479.2,55.53521405,0.000858599,0.000908913
53350,22481.85,54.8058391,0.000858719,0.000909055
53400,22484.7,54.98508889,0.000859084,0.000910028
53450,22488.3,54.51752012,0.000864134,0.000912866
53500,22490.9,54.22397994,0.000866084,0.000913545
53550,22494.15,55.43284225,0.00087213,0.000917439
53600,22497.5,56.06282191,0.000873726,0.000919237
53650,22500.45,56.29138478,0.000875244,0.000921034
53700,22503.4,55.8025089,0.000876446,0.000920588
53750,22506.65,54.44263036,0.00088213,0.000930261
53800,22509.2,52.90746639,0.000885461,0.000937574
53850,22511.65,52.0676483,0.000888983,0.000939906
53900,22514.55,51.62170086,0.000890668,0.000941429
53950,22517.8,50.38729999,0.000889537,0.000935909
54000,22520.9,50.6841198,0.000891416,0.000936863
54050,22524.55,50.21075582,0.000892388,0.000937579
54100,22527.9,47.78870159,0.000892949,0.0009386
54150,22532.25,47.77112099,0.000894247,0.000937445
54200,22537.7,45.71214281,0.000895977,0.000937146
54250,22542.6,44.2239754,0.000897396,0.000940842
54300,22546.9,44.2312107,0.000899161,0.000940953
54350,22550.65,44.16514463,0.000900172,0.000941711
54400,22553.75,43.84974344,0.000900818,0.000943256
54450,22556.55,44.40360346,0.000904163,0.000942539
54500,22559.45,45.11939716,0.000908354,0.000945162
54550,22562.95,44.50168536,0.000908737,0.000944135
54600,22566.4,45.90599089,0.000911235,0.00094647
54650,22569.35,46.86320518,0.000913692,0.000949728
54700,22572.4,47.22372285,0.00091669,0.000955989
54750,22575.15,47.61344348,0.000916358,0.000959359
54800,22578.55,46.74783418,0.000917129,0.000960489
54850,22581.3,45.09101906,0.000918401,0.000960685
54900,22583.35,46.23418648,0.000920376,0.000962985
54950,22586.65,45.62280132,0.000924986,0.000970663
55000,22588.9,46.65961852,0.000931624,0.000980091
55050,22591.2,46.3836178,0.000935055,0.000984847
55100,22594.45,47.58655272,0.000941878,0.000985314
55150,22598.3,47.28720757,0.000946717,0.000998507
55200,22602.6,46.6810454,0.000950694,0.000999892
55250,22605.6,46.54030511,0.000954499,0.001008396
55300,22609.65,46.88709844,0.000955458,0.001012476
55350,22612.35,47.65291177,0.000956705,0.001012517
55400,22614.4,48.11236847,0.000958801,0.001014381
55450,22618.2,48.55759467,0.000957947,0.001009253
55500,22621.25,47.19491498,0.000959539,0.001009424
55550,22624.2,47.28297791,0.000959639,0.001009493
55600,22627.3,49.03876018,0.000961297,0.001010448
55650,22630.35,49.77710317,0.00096599,0.001014783
55700,22633.4,50.60434764,0.000967008,0.001015488
55750,22636.65,51.49601926,0.000968266,0.00101558
55800,22639.45,51.6371959,0.00096921,0.00101549
55850,22642.35,50.26808132,0.000971038,0.001016684
55900,22645.2,49.55401094,0.000974541,0.00102012
55950,22647.85,48.66949764,0.000975535,0.001021766
56000,22651.8,48.77376344,0.000975775,0.001022337
56050,22654.75,48.21286135,0.000975367,0.001019961
56100,22657.05,48.34625115,0.000977824,0.001021465
56150,22660.85,48.3503878,0.000981337,0.001025202
56200,22663.4,48.31066135,0.000982337,0.001027659
56250,22665.8,48.94486694,0.000983367,0.001026824
56300,22669.35,49.59919354,0.00098187,0.001027508
56350,22672.6,50.64464434,0.00098284,0.001028026
56400,22675.35,50.90933117,0.000986293,0.001036796
56450,22679,53.00339612,0.000990158,0.001040011
56500,22682,54.58791075,0.00099113,0.00104428
56550,22685.3,53.30290799,0.000991544,0.001043747
56600,22689,53.89025886,0.000996202,0.001046512
56650,22693.1,55.57121557,0.000997031,0.001046414
56700,22696.1,56.6667451,0.001000646,0.001055172
56750,22698.7,55.72862819,0.001004218,0.001058997
56800,22701.1,55.43717164,0.001009719,0.001063161
56850,22703.55,56.26153215,0.001011739,0.001066324
56900,22707.15,55.58057215,0.001013761,0.001066862
56950,22709.5,56.41914569,0.001016465,0.001068885
57000,22712.45,55.48044701,0.001019787,0.00107266
57050,22715.45,54.95889373,0.001023841,0.001074436
57100,22718.95,55.05778782,0.001025086,0.001077217
57150,22722.55,56.45245787,0.001027663,0.001077595
57200,22725.7,56.1134565,0.001031115,0.001078189
57250,22727.85,56.50769859,0.001032428,0.001079158
57300,22730.75,56.45458351,0.001037407,0.001079071
57350,22732.95,55.95712645,0.001041587,0.001084751
57400,22735.15,55.6991921,0.001043695,0.001085378
57450,22737.75,56.771824,0.001050226,0.001111576
57500,22742.15,54.97854127,0.001052091,0.001112901
57550,22745.85,57.38640954,0.001054776,0.001115521
57600,22748.6,58.37465203,0.001058666,0.001117619
57650,22750.7,59.12495243,0.001062033,0.001128143
57700,22753.7,58.17628383,0.001063317,0.001131043
57750,22755.6,59.08908529,0.001068572,0.001145551
57800,22757.65,58.45408454,0.001070418,0.001149096
57850,22759.8,58.1315749,0.001072016,0.001151396
57900,22762,58.75440409,0.001073452,0.001151295
57950,22764.6,58.7734634,0.001074191,0.001146409
58000,22766.8,60.33440146,0.001075798,0.00114782
58050,22768.85,58.80340126,0.001076922,0.001148492
58100,22771.35,59.37272101,0.00108042,0.001153847
58150,22773.4,59.53822302,0.00108224,0.00115502
58200,22775.4,59.75750999,0.001085517,0.001164129
58250,22776.5,59.24592813,0.001091295,0.001165783
58300,22778.25,60.4436928,0.001094821,0.001169034
58350,22780.35,59.89724535,0.001097398,0.001171883
58400,22782.4,60.05064529,0.001101697,0.001182837
58450,22784,60.3072135,0.001110338,0.001204074
58500,22786.05,57.75049783,0.001114076,0.001214815
58550,22788,57.87365549,0.001116473,0.00121602
58600,22789.55,57.94342068,0.001120208,0.001217962
58650,22790.95,59.14862636,0.001120585,0.001220051
58700,22792.9,58.34997858,0.001125226,0.001221755
58750,22794.6,58.83332389,0.001126482,0.00122323
58800,22796.2,58.27383633,0.001128803,0.001224143
58850,22797.35,59.11074353,0.001138276,0.001226503
58900,22799.7,57.49852172,0.001141556,0.001229915
58950,22801.6,58.23057616,0.001143313,0.001231532
59000,22803.95,57.11252052,0.00115025,0.001239587
59050,22806.45,57.9095847,0.001155571,0.001247563
59100,22807.85,58.16872012,0.0011602,0.001250224
59150,22809.2,57.82871259,0.001163321,0.001254297
59200,22810.6,57.81833619,0.001166637,0.001257
59250,22812.45,57.6909005,0.001169397,0.001259745
59300,22814.35,58.33146664,0.001171504,0.001261606
59350,22816.2,57.75188309,0.001173564,0.001261822
59400,22819.1,57.39268246,0.001175152,0.001262819
59450,22821.65,57.90336778,0.001176952,0.001267773
59500,22824.75,57.88056669,0.001178698,0.001270903
59550,22827.2,57.48112734,0.001181796,0.001275254
59600,22829.4,58.15634101,0.001187566,0.001286687
59650,22831.3,59.87319935,0.001189437,0.001290332
59700,22832.65,60.13318551,0.001191059,0.001290901
59750,22834.4,59.63958417,0.001191901,0.001292025
59800,22837.15,58.67878663,0.00119277,0.001293391
59850,22839.1,59.2965429,0.001194714,0.001295891
59900,22841.65,58.22027139,0.001197378,0.001301062
59950,22844,58.19415778,0.001199363,0.001305203
60000,22846.7,58.32323722,0.001200586,0.001306925
60050,22848.55,58.68083162,0.001202057,0.001306831
60100,22850,58.26285266,0.001204756,0.001306951
60150,22851.75,56.69144557,0.001206084,0.001308391
60200,22854.35,55.04398241,0.001206763,0.00130948
60250,22856.4,55.36135837,0.001209216,0.001313496
60300,22859.15,53.70214149,0.001211828,0.001313504
60350,22862.45,53.962209,0.001213367,0.001315902
60400,22864.35,54.1819158,0.001218627,0.001325715
60450,22866.5,53.50364473,0.00122371,0.001335064
60500,22868.65,52.80075757,0.001226744,0.001337869
60550,22870.9,53.29690423,0.001229546,0.001340029
60600,22872.75,53.58507255,0.001232729,0.001350241
60650,22874.65,52.91275839,0.00123531,0.0013525
60700,22877.8,50.96744059,0.001240892,0.001358623
60750,22880.7,51.65268628,0.001243232,0.001360585
60800,22883.05,50.93603832,0.001244528,0.001360063
60850,22886.1,51.95613535,0.001244779,0.001359966
60900,22888.1,51.95151586,0.001246307,0.001362722
60950,22890,52.54255418,0.001249841,0.001371935
61000,22891.25,52.50219043,0.001257458,0.001377902
61050,22892.75,52.58364765,0.001264137,0.001383121
61100,22894.15,53.74309258,0.00127095,0.001389288
61150,22895.7,52.56006088,0.00127689,0.001390151
61200,22897.65,53.21578713,0.001282859,0.001395978
61250,22900,54.76276107,0.001289599,0.00140105
61300,22901.7,55.51144026,0.001298509,0.001421716
61350,22902.8,54.7181871,0.001309028,0.001427762
61400,22903.75,54.0814201,0.001318459,0.001436497
61450,22904.8,54.80875842,0.001321897,0.001439856
61500,22906,54.93778299,0.001325394,0.001440238
61550,22908.45,54.48449321,0.0013269,0.001444799
61600,22910.7,53.84867686,0.001329677,0.001448747
61650,22912.45,54.11986696,0.001333255,0.001450523
61700,22915.15,55.4270692,0.001335284,0.001451099
61750,22917.1,54.75545635,0.001340478,0.001456875
61800,22918.9,55.9592709,0.001344413,0.001459845
61850,22920.9,55.78100035,0.00134803,0.001460592
61900,22922.7,55.27892908,0.001350114,0.001462978
61950,22924.5,55.43428542,0.001355474,0.001467628
62000,22925.6,54.16124075,0.001357185,0.001468264
62050,22928.25,54.36837316,0.001359947,0.001468504
62100,22930.65,55.18188109,0.001361159,0.001469473
62150,22932.35,54.4242593,0.001362721,0.001470398
62200,22934.25,53.84570549,0.001368816,0.001480068
62250,22935.95,53.43407153,0.001370954,0.00148356
62300,22937.95,52.89990548,0.001373407,0.001484205
62350,22939.65,52.63838903,0.001375089,0.001485055
62400,22941,51.68674879,0.001377166,0.001488377
62450,22942.1,51.39571967,0.001379055,0.001492152
62500,22943.55,52.0791705,0.001383561,0.001493136
62550,22945.75,53.17518218,0.001387699,0.001495933
62600,22947.05,52.71053026,0.001389566,0.001496007
62650,22948.75,52.76817223,0.001391239,0.001496422
62700,22950.65,51.75789795,0.001394919,0.001495466
62750,22952.3,52.07993856,0.001399357,0.001497391
62800,22953.55,51.4750425,0.001404768,0.001502895
62850,22954.8,51.22811728,0.001407738,0.001506315
62900,22956.25,51.50689274,0.001412214,0.001506704
62950,22957.8,52.06534356,0.001416588,0.001516613
63000,22959.65,52.08761849,0.001424571,0.001538225
63050,22961,52.09452946,0.001426083,0.001539832
63100,22962.35,51.2039061,0.001427122,0.001540847
63150,22965,51.47348832,0.001427756,0.001540641
63200,22967.2,51.80965161,0.0014363,0.001544824
63250,22969.1,50.98627266,0.001437917,0.001547433
63300,22970.65,50.20597574,0.001440044,0.001549056
63350,22972.3,49.58870839,0.001442003,0.001541976
63400,22974.05,49.25525353,0.001443032,0.001543455
63450,22975.85,49.1699095,0.001447633,0.001545704
63500,22977.4,49.7698704,0.001454347,0.001558657
63550,22978.9,48.66292223,0.001460176,0.001564808
63600,22981.35,49.01917992,0.001462523,0.001566651
63650,22983.5,49.11944625,0.001465847,0.001569013
63700,22984.75,48.68921852,0.001471729,0.001569873
63750,22985.65,48.14311997,0.001475594,0.001574299
63800,22986.5,48.24769425,0.001479097,0.001582032
63850,22987.85,48.10405388,0.001482147,0.001585277
63900,22989.6,48.35535131,0.001490533,0.001589594
63950,22991.85,48.71467951,0.00149618,0.001602331
64000,22993.45,47.48978838,0.001501137,0.001612977
64050,22995.8,47.097346,0.001504919,0.001616675
64100,22997.7,48.67196318,0.001511016,0.001621518
64150,22999.1,49.68218997,0.001526094,0.001628688
64200,23000.6,49.08523199,0.001531374,0.001638821
64250,23002.7,49.46109583,0.00153417,0.001642837
64300,23004.6,49.28123375,0.001535275,0.001643786
64350,23005.65,48.81147406,0.001538377,0.001649716
64400,23006.6,48.64401299,0.001540347,0.00165227
64450,23008.05,47.04040816,0.001546466,0.001655877
64500,23009.4,46.70160597,0.001549359,0.001659229
64550,23010.45,47.6990566,0.001553746,0.001660468
64600,23012,48.15558119,0.001553563,0.00166397
64650,23013.65,48.83605226,0.001554846,0.001664058
64700,23014.85,48.80983507,0.001556536,0.001667015
64750,23016.25,48.73848582,0.001562118,0.001670934
64800,23017.5,48.53205127,0.001568989,0.001675156
64850,23018.7,48.31976821,0.001577642,0.001688089
64900,23020.2,47.7719583,0.00158571,0.001693425
64950,23021.75,47.23473298,0.001587664,0.001696473
65000,23022.95,46.68704317,0.001592636,0.001698737
65050,23023.85,47.07355946,0.001594588,0.001698931
65100,23024.85,47.04721033,0.001599161,0.001707979
65150,23025.85,46.63046215,0.001602135,0.001710602
65200,23027.4,46.31803105,0.001608632,0.001716096
65250,23028.4,46.39310294,0.001616074,0.001719332
65300,23029.5,47.33117366,0.001619324,0.001722318
65350,23030.9,47.09479801,0.001622943,0.001723155
65400,23031.45,47.61596371,0.001626512,0.001724185
65450,23032.4,48.37850762,0.00162735,0.001725497
65500,23033.65,48.6053495,0.001631435,0.001728678
65550,23034.15,48.38512168,0.001638411,0.001739333
65600,23035.25,48.10987425,0.001650439,0.001756842
65650,23036.8,48.53369963,0.001657543,0.001769324
65700,23037.95,48.11735654,0.001669881,0.001782207
65750,23038.75,48.09656952,0.001682762,0.001796413
65800,23039.85,47.86313822,0.001690871,0.001802553
65850,23041,47.68647607,0.001696156,0.001806772
65900,23041.85,47.52935935,0.001701912,0.001807231
65950,23042.35,46.63389325,0.00170619,0.001810662
66000,23042.85,46.90756869,0.001711282,0.001813091
66050,23043.3,46.46977512,0.001720651,0.001824586
66100,23044.15,46.12678181,0.001729753,0.001832957
66150,23044.7,46.60472079,0.001738488,0.001836257
66200,23045.75,46.09815615,0.001740767,0.001840183
66250,23046.65,45.76199296,0.001744194,0.001840628
66300,23047,45.74713106,0.00175048,0.001846701
66350,23047.6,45.87984307,0.001752439,0.001850485
66400,23048.1,45.90250538,0.001755875,0.001855011
66450,23048.45,45.68238172,0.001762176,0.00186414
66500,23049.45,45.43654916,0.00176448,0.001868196
66550,23049.85,45.21858025,0.0017683,0.001870993
66600,23050.3,45.09279322,0.00177354,0.001872904
66626,23050.4,45.2822261,0.001777659,0.001882737
66576,23044.8,44.29717824,0.001777126,0.00188356
66526,23039.75,42.63894933,0.001775661,0.001882083
66476,23033.8,42.51399769,0.001775149,0.001882189
66426,23027.95,41.64036503,0.001773734,0.001883468
66376,23022.4,41.42849261,0.001772985,0.001883064
66326,23017.05,42.12837523,0.001772536,0.001880868
66276,23011.65,41.97427784,0.00177181,0.00187644
66226,23005.95,42.09513036,0.001770877,0.001874392
66176,23000.55,42.99395306,0.001772081,0.001874658
66126,22995.3,44.41801436,0.001771176,0.001874269
66076,22989.6,45.78646088,0.001769991,0.001871995
66026,22984.7,46.59527873,0.001767789,0.001869172
65976,22980,47.20338971,0.001766687,0.001866024
65926,22975.75,47.48052232,0.001763195,0.001864159
65876,22970.4,46.66819045,0.001761853,0.001863028
65826,22965,47.90991547,0.001757206,0.001862129
65776,22960,48.48587423,0.00175933,0.001859074
65726,22955.35,49.2869151,0.001757186,0.001856972
65676,22950.55,49.42954582,0.001751539,0.001835891
65626,22945.8,48.49412335,0.00174996,0.001834442
65576,22940.35,48.47019703,0.001745828,0.001834096
65526,22934.75,48.29492727,0.001742383,0.001826661
65476,22929.15,47.92577595,0.001739756,0.001821262
65426,22924.05,46.84100767,0.001736651,0.00182014
65376,22919.35,45.56050922,0.001732813,0.001810171
65326,22914.7,44.69720349,0.001732168,0.001810993
65276,22909.85,46.71273916,0.00173217,0.001811375
65226,22904.45,46.33788946,0.001732011,0.001813632
65176,22899.6,47.5688974,0.001731334,0.001813166
65126,22895.15,46.80341868,0.001729967,0.001816556
65076,22889.25,47.28805346,0.00172881,0.001816116
65026,22884.4,47.72336954,0.001728941,0.001815417
64976,22878.1,48.67114135,0.001726857,0.001810113
64926,22872.8,49.47726751,0.001722992,0.001808598
64876,22867,49.56611746,0.001715576,0.001796271
64826,22861.25,51.21171741,0.001712437,0.001797888
64776,22855.7,51.20078125,0.001703405,0.001789078
64726,22850.05,49.49989899,0.00170015,0.001794523
64676,22844.95,49.84857069,0.001697812,0.001794797
64626,22840.1,51.16952218,0.001693695,0.00179
64576,22836,51.23670559,0.001688259,0.001782491
64526,22830.25,51.00588201,0.001687378,0.001780893
64476,22825.1,49.29340727,0.001685638,0.001781017
64426,22819.05,49.74334126,0.001682489,0.001777926
64376,22812.55,49.516058,0.001680719,0.001775541
64326,22806.55,49.1699095,0.001679785,0.00178131
64276,22802.15,50.61857367,0.001680083,0.001784323
64226,22796.4,50.78661241,0.001671544,0.00177171
64176,22790.2,51.59069684,0.001668036,0.0017693
64126,22784.7,52.15668701,0.001666813,0.00176673
64076,22778.4,51.2991228,0.001666885,0.001768114
64026,22772.7,50.81968123,0.001666515,0.00176602
63976,22766.4,51.78802951,0.001662843,0.001766476
63926,22760.8,52.37556682,0.001663235,0.001777292
63876,22754.4,53.05167292,0.001660836,0.001775935
63826,22748.05,55.49053974,0.001661019,0.001772685
63776,22742.65,55.51216083,0.001661254,0.001771123
63726,22736.55,55.19057891,0.001660561,0.001769375
63676,22731.35,55.52296822,0.001659842,0.001769729
63626,22726.65,56.48716668,0.001658655,0.001767463
63576,22721.3,57.25731394,0.001657462,0.001767832
63526,22716.3,56.3893607,0.001657236,0.001764569
63476,22710.45,54.86492504,0.001654656,0.00175948
63426,22704.6,54.93195791,0.001654636,0.001753369
63376,22698.55,54.11986696,0.001653536,0.001752505
63326,22693.55,53.80260217,0.00165126,0.001750725
63276,22688.3,55.00981731,0.001648239,0.001751606
63226,22683.05,54.07254386,0.001646441,0.001749072
63176,22677.9,53.74011537,0.00164339,0.00173718
63126,22672.55,55.42562584,0.001643333,0.001736103
63076,22666.35,55.8447849,0.001647047,0.001736096
63026,22661.65,55.29629282,0.001644893,0.001738331
62976,22656.2,55.77096018,0.001642637,0.00173442
62926,22650.3,57.21887801,0.001640909,0.001734075
62876,22644.4,55.90420378,0.001642816,0.001734365
62826,22638.3,55.36424839,0.001642695,0.001733041
62776,22632.45,56.91748413,0.001643159,0.00173749
62726,22627,58.35477701,0.001639197,0.001733756
62676,22622.35,57.86881716,0.001638533,0.001733472
62626,22616.4,59.02202979,0.001637014,0.001732764
62576,22610.95,59.85916805,0.001634137,0.001731957
62526,22605.45,61.14703591,0.001632793,0.001732811
62476,22600.3,60.93603203,0.001631742,0.001730483
62426,22594.9,58.27932738,0.001631252,0.001729799
62376,22589.5,59.81772313,0.001628782,0.001729692
62326,22584.2,58.39931506,0.001625593,0.001730116
62276,22578.6,57.26290248,0.001623416,0.001728921
62226,22571.6,59.15944557,0.001620077,0.001727218
62176,22565.65,59.0999154,0.001614233,0.001723905
62126,22560.45,59.53889485,0.001611949,0.001720632
62076,22554.45,59.74546008,0.001610234,0.00172095
62026,22548,59.90125207,0.001610163,0.001719121
61976,22542.65,60.39668865,0.001610424,0.001724104
61926,22536.4,62.17073266,0.001607557,0.001713838
61876,22529.25,64.32853177,0.001602273,0.00171399
61826,22524.2,63.89992175,0.001600192,0.00171251
61776,22518.6,63.09611715,0.001596792,0.001711576
61726,22512.4,61.43549463,0.001596165,0.001708781
61676,22507.5,63.16518028,0.001595019,0.001710798
61626,22502.3,61.04555676,0.001592801,0.001708593
61576,22496.1,61.84173348,0.001591227,0.001708998
61526,22491.1,64.00999922,0.001588029,0.001708104
61476,22485.95,65.52923012,0.001588817,0.001707143
61426,22479.95,64.63064289,0.001585067,0.001703435
61376,22472.85,63.27021416,0.001582918,0.001701532
61326,22467.5,62.48967915,0.00158286,0.001702084
61276,22460.85,61.02589614,0.001583584,0.00170217
61226,22453.9,62.23182466,0.001582656,0.001703353
61176,22447.5,61.3794754,0.001583906,0.0017042
61126,22441.2,62.14949718,0.001577296,0.001693873
61076,22434.65,60.94325229,0.001572639,0.001684625
61026,22428.1,58.64878515,0.00157109,0.001681773
60976,22421.2,58.27932738,0.001569267,0.001678848
60926,22415.1,58.75712723,0.0015659,0.001678643
60876,22409.25,58.61740356,0.001566606,0.001681356
60826,22403.35,60.45891167,0.00156524,0.001683999
60776,22398,62.40320505,0.001563509,0.001684322
60726,22391,62.78662278,0.001563055,0.001684049
60676,22386.15,63.2284746,0.001563709,0.001680987
60626,22380.1,62.40512799,0.001563664,0.001681228
60576,22375.05,62.02257653,0.001561807,0.001679987
60526,22368.45,62.45190149,0.001562629,0.001676085
60476,22362.9,63.86172563,0.001561656,0.00167403
60426,22356.6,64.75183395,0.001561275,0.001676045
60376,22350.15,65.56218422,0.001559421,0.001674667
60326,22343.75,64.00562475,0.001556526,0.001671866
60276,22337.1,64.46766632,0.001556631,0.00167672
60226,22331.75,63.97812126,0.0015514,0.001677573
60176,22326.2,64.39627318,0.001548846,0.001672513
60126,22319.55,64.80061728,0.001544391,0.001659101
60076,22313.5,66.2323184,0.001543824,0.001656013
60026,22307.8,65.82461546,0.001539757,0.001644297
59976,22301.75,64.41676801,0.001536952,0.00164362
59926,22295.85,65.32135945,0.001531377,0.001633841
59876,22289.8,65.89385404,0.00152916,0.001630995
59826,22282.95,64.94859506,0.00152794,0.001634989
59776,22277.4,64.76542287,0.001528781,0.00163306
59726,22271.5,65.20490779,0.00152774,0.001632884
59676,22265.4,65.49687015,0.001525599,0.001627893
59626,22259.95,64.13610528,0.001523701,0.001624919
59576,22253.6,60.4549419,0.001521483,0.001619142
59526,22247.45,61.66036004,0.001519137,0.001618648
59476,22242,60.79539456,0.001517364,0.001617227
59426,22235.85,61.17908139,0.00151842,0.001623287
59376,22229.15,61.35340251,0.001514993,0.001613523
59326,22222.6,61.72001296,0.001510916,0.001610821
59276,22217.2,61.6493309,0.001507307,0.001612507
59226,22212.05,62.48903904,0.001505101,0.001603986
59176,22205.2,60.93800128,0.001504453,0.001603812
59126,22199.15,62.55365697,0.001503719,0.001603858
59076,22192.55,61.67398155,0.001498576,0.001593377
59026,22185.5,60.8276253,0.001494276,0.001591579
58976,22179.9,62.43012093,0.001488475,0.001571245
58926,22172.5,61.04293571,0.001487993,0.001571773
58876,22166.5,62.71969388,0.001485224,0.001569839
58826,22161.25,64.7944442,0.001485957,0.001566774
58776,22154.8,67.72473699,0.001483139,0.001564303
58726,22148.85,67.6337194,0.001484659,0.001568955
58676,22141.7,67.4679183,0.001481697,0.001570161
58626,22135.95,66.95968937,0.001483077,0.001570248
58576,22129.35,67.33082504,0.001480566,0.001570709
58526,22122.55,69.42391519,0.001479833,0.001569612
58476,22116.7,68.49875911,0.001476095,0.001565262
58426,22110.65,70.52488922,0.001475053,0.001565296
58376,22104.25,70.90049365,0.001474686,0.001563475
58326,22097.7,72.3126545,0.001471352,0.001561877
58276,22091.95,72.35412912,0.001470372,0.001561763
58226,22086.3,74.05079338,0.001469513,0.001566772
58176,22080.3,73.27591692,0.001468909,0.001565483
58126,22073.4,73.97567168,0.001468745,0.00156352
58076,22067.45,72.20360102,0.001465926,0.001553095
58026,22060.6,73.83711804,0.001462863,0.001544536
57976,22054.6,72.37402849,0.001461586,0.001545352
57926,22047.8,71.30778359,0.00146009,0.001536932
57876,22040.9,71.30161288,0.001459539,0.001539794
57826,22035.15,72.5881533,0.001457697,0.00153597
57776,22030.15,74.61849637,0.001454468,0.001536304
57726,22023.05,73.09281771,0.001456127,0.001536169
57676,22014.45,75.72318007,0.001452275,0.001532636
57626,22007.85,75.38700153,0.001452687,0.001529943
57576,22000.8,77.83726614,0.001449656,0.001525448
57526,21992.35,79.76164492,0.00144699,0.001520823
57476,21985.3,80.05048407,0.001447366,0.001519866
57426,21979.5,78.76852163,0.001445834,0.001519221
57376,21973.6,78.61144955,0.001446367,0.001521446
57326,21967.85,78.72890193,0.001445417,0.001518087
57276,21962.25,78.38112018,0.001441931,0.001516761
57226,21956.5,78.01025574,0.001442111,0.001517347
57176,21948.5,78.15983623,0.001441221,0.001517695
57126,21942.3,79.9684938,0.001436014,0.001508561
57076,21936.2,77.82081984,0.001433824,0.001509791
57026,21928.5,81.00716018,0.001435543,0.001502549
56976,21922.55,80.91180384,0.001435143,0.001501912
56926,21915.15,80.64341263,0.001433979,0.001501428
56876,21908.2,82.39126167,0.001433309,0.001501332
56826,21901.5,81.72881989,0.001432768,0.001499519
56776,21895.25,82.28584325,0.001431891,0.001498052
56726,21889.55,82.97180244,0.001421695,0.001484595
56676,21883.05,80.54067295,0.001418176,0.001482216
56626,21877.1,81.83886607,0.001416822,0.001480731
56576,21869.1,82.90765948,0.001412761,0.001471382
56526,21862.7,83.32394614,0.001407694,0.001467375
56476,21856.4,83.46544195,0.001407115,0.001467934
56426,21848.95,84.60118202,0.001405314,0.001465148
56376,21842.7,84.65175722,0.001403718,0.001464856
56326,21836.85,86.32218718,0.00140214,0.001466105
56276,21829.85,86.34488983,0.001399663,0.001464115
56226,21823.4,85.22675636,0.001399387,0.001463589
56176,21816.8,85.15679656,0.001398339,0.001465266
56126,21809.9,86.22899744,0.001396685,0.00146467
56076,21804.1,86.9146708,0.001393963,0.001463518
56026,21797.8,88.17165077,0.001391459,0.001461326
55976,21792,89.38903736,0.001387733,0.001451383
55926,21784.7,91.18552517,0.001383956,0.001448463
55876,21777.55,90.1190324,0.001383653,0.001448001
55826,21771.55,89.94398257,0.00138282,0.001445308
55776,21766.25,91.72960264,0.001384774,0.001453493
55726,21760,90.38362684,0.001382711,0.001443442
55676,21752.95,90.91974483,0.001381536,0.001439443
55626,21746.35,89.99955555,0.001381981,0.001442956
55576,21739.35,88.03908223,0.001381277,0.001442239
55526,21731.65,88.28725842,0.001379845,0.001448409
55476,21724.85,89.93063994,0.001374725,0.001439512
55426,21717.8,90.32386174,0.001373304,0.001439807
55376,21711.45,91.24209555,0.001374142,0.001432215
55326,21705.3,91.03493835,0.001373225,0.001430761
55276,21699.4,92.00739101,0.001371439,0.001426416
55226,21693.1,90.88938332,0.001369311,0.001425466
55176,21686.45,90.80528619,0.001369066,0.001424363
55126,21679.6,91.44047244,0.001368461,0.001424727
55076,21672.3,90.76915776,0.001367491,0.001419141
55026,21665.2,90.35662676,0.001364271,0.00141871
54976,21658.05,89.51915996,0.001360437,0.001421215
54926,21650.2,89.88704022,0.001358773,0.001419611
54876,21643.45,93.37794172,0.001358746,0.001423215
54826,21637.2,93.49310135,0.001357379,0.001422005
54776,21629.75,92.49302676,0.001352785,0.001421531
54726,21623.35,92.6749157,0.001351804,0.001419501
54676,21616.75,92.72453828,0.001350851,0.001412693
54626,21609.65,92.82887482,0.001351176,0.001413338
54576,21602.45,89.71599634,0.001350997,0.001413299
54526,21595.9,90.71934744,0.001347695,0.001406349
54476,21588.85,91.95303149,0.001343235,0.001396954
54426,21583.15,90.73213323,0.001341798,0.00139595
54376,21574.2,93.4614359,0.001339386,0.001397082
54326,21566.85,95.03767674,0.001334265,0.001383883
54276,21559.85,94.55707271,0.001333587,0.001382424
54226,21553.1,95.00568404,0.001329593,0.001379668
54176,21547.4,94.53718845,0.00132833,0.001384622
54126,21540.95,93.60555539,0.001326213,0.001382767
54076,21534.45,91.8202592,0.001323904,0.001380348
