EDGES=66626.0, ITERATIONS=20,DATE=2018-04-17,,
Messages,Largest component size,LCS uncertainty,Average Clustering Coefficient,ACC uncertainty
25500,17006.1,96.66602299,0.00010994,0.000151987
25550,17019.4,94.08209181,0.00012362,0.000158353
25600,17033.3,88.86979239,0.000142321,0.000172979
25650,17046.25,89.52854293,0.000145435,0.000175556
25700,17057.8,89.45211009,0.000157101,0.000182557
25750,17070,89.4793831,0.000168906,0.000195977
25800,17082.6,87.16880176,0.000182633,0.00020002
25850,17097.3,85.44097378,0.000196386,0.000222709
25900,17114.7,87.31826842,0.000200321,0.000229645
25950,17134.6,84.81132,0.00020441,0.000227162
26000,17155.35,85.87246357,0.000204656,0.000227063
26050,17175.7,82.0492535,0.000206474,0.000226734
26100,17195.1,84.13703109,0.000207113,0.000227139
26150,17216.15,85.30931954,0.000207544,0.000227094
26200,17235.05,86.64409963,0.00020815,0.000226726
26250,17255.5,86.5299948,0.00020994,0.00023013
26300,17275.2,83.86274501,0.000208742,0.00023204
26350,17292.8,82.84539818,0.000211635,0.00023725
26400,17312.5,85.40725964,0.000211576,0.000237197
26450,17332.65,82.94094284,0.000211273,0.000237353
26500,17352.65,84.57801133,0.000214295,0.000246117
26550,17370.45,86.76819694,0.000214919,0.000244831
26600,17389.7,83.53442404,0.0002148,0.000244681
26650,17409.05,82.70719437,0.000214906,0.00024425
26700,17429.75,85.42130882,0.000216976,0.000243867
26750,17448.85,81.48079528,0.000216782,0.000243882
26800,17469.9,84.41990287,0.000218296,0.000243616
26850,17485.75,84.33409749,0.000218964,0.000243278
26900,17501.75,82.47181337,0.000217486,0.000241637
26950,17522.3,85.03787392,0.000216976,0.000241118
27000,17542.9,87.91404893,0.000217873,0.000241235
27050,17564.9,86.67179472,0.000216089,0.000238826
27100,17584.15,86.96895998,0.000215915,0.000238316
27150,17602.3,91.44440934,0.000216531,0.000238308
27200,17622.85,86.99287327,0.000216441,0.000238279
27250,17642.1,87.1408056,0.000217298,0.00023767
27300,17659.15,87.36681292,0.000217292,0.000237853
27350,17676,85.71254284,0.000218359,0.000239456
27400,17695,83.5023353,0.000218422,0.0002391
27450,17712.4,82.44076661,0.000218104,0.000238833
27500,17728.25,80.24263206,0.000218767,0.000239146
27550,17744.1,79.57587574,0.000221664,0.000242553
27600,17761.15,77.889152,0.00022156,0.000242556
27650,17775.95,80.91872466,0.000221123,0.000242274
27700,17790.25,79.63215431,0.000223577,0.000241948
27750,17805.5,81.62107571,0.000223568,0.000241934
27800,17822.35,77.54998388,0.000224445,0.000245885
27850,17839.25,73.72272377,0.000224472,0.000246154
27900,17855.3,74.38064264,0.000225545,0.000246084
27950,17873.9,73.07037703,0.000225516,0.000245996
28000,17891.7,74.27947227,0.000227917,0.00024678
28050,17908.6,77.08021795,0.000229016,0.00025137
28100,17926.1,71.90104311,0.000228942,0.000251322
28150,17944.2,74.08967539,0.000229474,0.000253562
28200,17960.9,74.88230766,0.000229492,0.00025474
28250,17979.45,76.28840017,0.00022979,0.000256213
28300,17997.3,76.23699889,0.000229867,0.000256285
28350,18014.4,77.76734533,0.000232152,0.00026065
28400,18031,79.01746642,0.000232421,0.000260799
28450,18051.35,80.76484384,0.000235137,0.000259246
28500,18068.35,83.8904047,0.000237959,0.000266855
28550,18085.75,84.11515916,0.000238334,0.000266902
28600,18102.2,86.53369286,0.000238555,0.000267341
28650,18117.8,85.41053799,0.00024022,0.000270279
28700,18132.85,85.82353989,0.000243216,0.000268711
28750,18146.95,85.58598016,0.000245771,0.000269356
28800,18163,85.80349643,0.000248531,0.000276783
28850,18178.05,87.82755832,0.000248593,0.000276907
28900,18194.25,84.38767683,0.000249821,0.000276765
28950,18210.95,87.74827634,0.000250736,0.000278078
29000,18226.7,85.71440952,0.000251312,0.00027882
29050,18245.1,87.45330182,0.000252102,0.000279435
29100,18263.85,89.16097801,0.00025216,0.000279244
29150,18280.45,92.57343031,0.000252037,0.000279215
29200,18295.45,92.35626671,0.000253491,0.000282002
29250,18313.15,91.49163896,0.000251215,0.000273743
29300,18330.95,90.81189349,0.000251237,0.000271465
29350,18349.9,91.31922032,0.000251809,0.00027262
29400,18367.8,91.9064742,0.000252238,0.000272672
29450,18386.15,91.41203422,0.000252048,0.000272558
29500,18402.95,89.01235869,0.000254058,0.000271597
29550,18417.05,86.88567201,0.000258442,0.000280925
29600,18432.8,85.66819713,0.00025829,0.00028085
29650,18451.35,81.38353642,0.000258457,0.000281326
29700,18466.8,80.43382373,0.000258559,0.000281935
29750,18481.65,81.08711365,0.000258721,0.000282984
29800,18498.6,81.5126984,0.000260774,0.000291753
29850,18514.3,81.32699429,0.000262687,0.000291944
29900,18532.9,81.24973846,0.000262712,0.000291807
29950,18551.1,79.03923077,0.000263924,0.000293739
30000,18568.4,78.08713082,0.000264601,0.000292752
30050,18586.85,76.52816475,0.000264142,0.000292391
30100,18602.7,74.44192367,0.000264746,0.0002957
30150,18619.25,75.91732345,0.000267351,0.000303836
30200,18633.25,76.30937033,0.00026853,0.000303098
30250,18647.1,77.72772993,0.000268603,0.000302959
30300,18664.1,80.52179829,0.000268867,0.000302755
30350,18680.35,81.9585261,0.000269161,0.000303297
30400,18695.85,82.04389069,0.000269244,0.000303325
30450,18711.45,83.32394614,0.000270455,0.000304231
30500,18725.35,86.77879925,0.000270495,0.000304098
30550,18738.55,86.42638486,0.000271147,0.000304671
30600,18751.2,82.8309121,0.00027331,0.000304969
30650,18765.45,84.42321955,0.000273459,0.000302932
30700,18781,87.05630362,0.000273507,0.000302789
30750,18798.1,84.41563836,0.000273193,0.000306179
30800,18814.7,82.87629335,0.000275256,0.000305442
30850,18830.65,87.44415361,0.000276367,0.000304087
30900,18847.1,86.53415511,0.00027698,0.000303789
30950,18861.85,85.74147188,0.000276499,0.000303214
31000,18876.85,83.22451562,0.000276446,0.000303091
31050,18891.25,79.78872101,0.000276265,0.000303006
31100,18905.15,81.09451276,0.000277805,0.00030189
31150,18919.4,80.87026648,0.000279839,0.000303546
31200,18933.65,79.50597462,0.000283275,0.000307586
31250,18946.05,79.76014042,0.000286377,0.000319113
31300,18960.95,80.78960329,0.00028621,0.000318998
31350,18976.8,79.37505905,0.000286544,0.000318374
31400,18991.45,81.23053613,0.000286542,0.000318171
31450,19005.95,80.62505814,0.000287337,0.000318765
31500,19020.4,82.49606051,0.000287986,0.000319063
31550,19034.6,81.51171695,0.000287929,0.000319106
31600,19048.75,83.41414748,0.000290523,0.00032152
31650,19065.25,81.27877952,0.000290519,0.000321052
31700,19079.15,84.43506381,0.000290705,0.000321101
31750,19094.95,83.34410597,0.000290662,0.000320647
31800,19108.35,82.73427343,0.000292916,0.000323943
31850,19122.45,81.94046619,0.000293967,0.000325095
31900,19137.1,79.29287484,0.000294547,0.000324898
31950,19153.4,79.00126581,0.0002945,0.000324793
32000,19168.95,78.45712205,0.00029472,0.000325559
32050,19184.7,82.51351404,0.000294725,0.000325521
32100,19196.85,80.86482548,0.000295742,0.000325389
32150,19210.75,81.79290923,0.000296861,0.000326904
32200,19222.3,82.42087114,0.000297773,0.000328033
32250,19236.7,79.87640453,0.00029888,0.000328161
32300,19251.65,82.0014634,0.000300017,0.000327181
32350,19266.05,82.48054316,0.000301176,0.000327111
32400,19281,81.14480883,0.000301292,0.000327583
32450,19293.65,83.58516615,0.00030122,0.00032743
32500,19308,83.61483122,0.000301623,0.000327442
32550,19321.35,84.33978895,0.000302231,0.000327504
32600,19336,83.4194222,0.000302364,0.000326279
32650,19351.6,80.32633441,0.000303015,0.000327805
32700,19366.95,84.4720072,0.000303479,0.000329435
32750,19381,85.6597922,0.000303276,0.000327946
32800,19394.7,83.7725492,0.000307304,0.000339248
32850,19408.7,81.7987775,0.000304823,0.000337965
32900,19423.85,82.10237512,0.000304832,0.000338077
32950,19437.3,86.84975533,0.000305534,0.000339528
33000,19450.2,85.73260757,0.000305227,0.000339451
33050,19464.05,83.89135832,0.000305739,0.000340887
33100,19474.75,86.06137345,0.000308006,0.000349326
33150,19487.6,82.0901943,0.000307876,0.000349338
33200,19499.85,80.85394239,0.000308542,0.000349068
33250,19515.4,79.30447654,0.000308501,0.000349783
33300,19530,80.82672825,0.000308765,0.000349702
33350,19544.1,78.1884902,0.000308825,0.000349673
33400,19558.95,79.31758947,0.000308803,0.000349714
33450,19575.25,78.35968351,0.000308879,0.000351512
33500,19592.9,73.88044396,0.000308989,0.000351587
33550,19608.8,71.6217844,0.00030952,0.000351511
33600,19623.85,75.6264504,0.000309099,0.00035067
33650,19638.2,75.23190812,0.000310215,0.000351234
33700,19648.25,78.23145148,0.000310209,0.000351064
33750,19659.8,79.78872101,0.000311312,0.000350708
33800,19672.05,77.67934088,0.00031237,0.000350377
33850,19682.4,75.29940239,0.000313401,0.000349851
33900,19694.25,74.87162346,0.000314477,0.000352286
33950,19706.1,76.58407145,0.000315238,0.000353892
34000,19717.9,76.60287201,0.00031537,0.000353653
34050,19731.7,76.15037754,0.000315924,0.000357061
34100,19743.2,76.86559699,0.000317181,0.000357764
34150,19753.55,75.87990511,0.000317869,0.000357846
34200,19766.1,75.40769192,0.000322546,0.000367149
34250,19779.15,73.67224715,0.000322569,0.000367188
34300,19790.15,72.65865399,0.00032515,0.000367275
34350,19802.25,69.71829028,0.000327794,0.000367203
34400,19813.9,67.06474484,0.000327693,0.000367269
34450,19826.15,69.10397963,0.000329911,0.000368879
34500,19836.9,67.74363439,0.000330478,0.000369412
34550,19845.9,69.83752573,0.00033584,0.00037581
34600,19855.9,66.72031175,0.000336282,0.000376709
34650,19868.2,61.83849933,0.00033958,0.000388877
34700,19881.3,62.71841835,0.000340907,0.000389936
34750,19893.85,63.24175836,0.000341658,0.000391481
34800,19906.7,62.86875217,0.000344336,0.000392229
34850,19920.5,58.8598335,0.000345479,0.000394136
34900,19932.2,61.9289916,0.000344768,0.000393549
34950,19944.35,60.07462026,0.000344561,0.000388808
35000,19955.3,59.24255228,0.000344923,0.000388726
35050,19967.25,61.30187599,0.000344299,0.000388859
35100,19979.45,56.98491028,0.000343534,0.000389741
35150,19989.65,59.6925456,0.000343843,0.000390001
35200,20001.05,59.7193436,0.000345183,0.000392862
35250,20013.05,54.00444426,0.000345069,0.000392616
35300,20024.6,56.21387729,0.000346966,0.000396665
35350,20034.85,58.90874299,0.000349248,0.000396321
35400,20045.55,58.42739084,0.00034993,0.000398838
35450,20056.95,58.48350195,0.00034989,0.000399223
35500,20067.25,59.75215477,0.000352137,0.000401139
35550,20077.45,60.65772828,0.000355918,0.000398866
35600,20088.35,60.66893769,0.00035663,0.000400018
35650,20098.65,61.40097719,0.000359879,0.000395792
35700,20109,60.88546624,0.000360494,0.000397635
35750,20118.8,61.36774397,0.000360748,0.00039769
35800,20128.85,61.61817914,0.000361305,0.000399699
35850,20139.9,58.62149776,0.000362187,0.000400625
35900,20149.6,58.12951058,0.000362681,0.00040042
35950,20159.7,59.94864469,0.000362711,0.000399886
36000,20168.05,61.51812741,0.000363663,0.000403032
36050,20177.4,60.55939233,0.000363138,0.000401589
36100,20186.85,60.97212478,0.000362993,0.000401699
36150,20196.4,58.64810312,0.000363448,0.000402583
36200,20206.3,58.54160913,0.000364449,0.000402521
36250,20215.3,59.61945991,0.000364418,0.000402496
36300,20226.15,61.81844385,0.000365216,0.000402588
36350,20237.3,63.09358129,0.000365444,0.000401809
36400,20248.4,59.6771313,0.000365137,0.000401954
36450,20259.95,58.79659854,0.000366441,0.000404521
36500,20271.2,57.43378797,0.000366993,0.000404398
36550,20283.5,59.48646905,0.000367474,0.000404151
36600,20294.2,59.60536889,0.000367341,0.000404133
36650,20304,61.19803918,0.000368192,0.000406314
36700,20313.5,61.57272123,0.000368542,0.000407808
36750,20324,60.52569702,0.000368959,0.000406663
36800,20334.95,61.46869122,0.000368766,0.000406986
36850,20347.5,59.80836062,0.000369241,0.000408834
36900,20358.85,56.92099788,0.000371079,0.000409559
36950,20369.55,56.84153411,0.000376396,0.000420289
37000,20380.9,56.85068161,0.000376178,0.000420868
37050,20392.9,57.97102725,0.000377042,0.000421533
37100,20404.65,60.87429671,0.000376996,0.000422225
37150,20415.95,62.80318463,0.000377797,0.000422186
37200,20425.7,64.90731854,0.000377143,0.000421959
37250,20433.95,66.81736301,0.000378644,0.00042287
37300,20442.9,65.71514285,0.000379706,0.000422212
37350,20451.95,64.84813027,0.000380199,0.000424059
37400,20461.7,63.38958905,0.000380127,0.000423397
37450,20471.35,61.56882328,0.000381797,0.000423683
37500,20481.95,62.84520666,0.000385046,0.000432308
37550,20493.55,60.27138625,0.000386558,0.000434154
37600,20504.7,58.60102388,0.000386818,0.000434153
37650,20515.6,59.8645137,0.000387383,0.000434554
37700,20526.45,58.79727885,0.000385235,0.000426456
37750,20535.05,60.32114057,0.000388997,0.00043085
37800,20544.65,58.68014997,0.000391663,0.000431476
37850,20554,61.31949119,0.000391623,0.000431463
37900,20564.5,61.87729794,0.000392354,0.000434887
37950,20573.2,64.22398306,0.000392935,0.000434717
38000,20582.85,68.96027842,0.000391023,0.000432753
38050,20591.25,67.06832337,0.000390639,0.000431876
38100,20599.6,64.04685785,0.000391164,0.000432743
38150,20609.25,60.61220999,0.000393707,0.000432293
38200,20618.95,60.88480927,0.000399436,0.000436515
38250,20630.25,65.26928834,0.000399636,0.000436325
38300,20640.75,68.09111543,0.000400059,0.000436303
38350,20650.55,66.4024096,0.000403753,0.000436815
38400,20659.05,66.73290043,0.00040394,0.000436725
38450,20667.1,66.75926902,0.000404391,0.000436263
38500,20674.8,69.08082223,0.000406929,0.00043809
38550,20686.15,66.17129287,0.000407965,0.000438522
38600,20694.4,63.51125884,0.000409854,0.000439019
38650,20704.95,65.90053111,0.000410205,0.000438895
38700,20714.6,67.92584192,0.000410166,0.00043855
38750,20723.95,67.48688761,0.000412475,0.000446719
38800,20731.65,68.76103548,0.000410427,0.000440536
38850,20740.6,69.37434684,0.000411095,0.00044158
38900,20750.4,71.51950783,0.000411785,0.0004434
38950,20758.5,73.25953863,0.000414581,0.000442457
39000,20764.55,70.90049365,0.000415407,0.000443011
39050,20772.75,72.25897868,0.000415535,0.000443127
39100,20780.8,72.12211866,0.000416404,0.000442509
39150,20789.45,71.6709146,0.000417937,0.000442451
39200,20798.05,69.65400204,0.000418859,0.000442086
39250,20806.35,71.42492562,0.000419154,0.000443658
39300,20815,72.4,0.000419667,0.000444091
39350,20823.85,73.54617597,0.000422661,0.00044574
39400,20832.15,74.8240603,0.000424383,0.000447303
39450,20839.9,73.56357794,0.000424573,0.000447636
39500,20848.6,71.92329247,0.000425568,0.000448167
39550,20857.6,70.59688378,0.000426809,0.000450618
39600,20866.75,70.25040925,0.000429959,0.000459731
39650,20875.45,69.80830896,0.00042965,0.000455971
39700,20884.05,69.35762395,0.000430964,0.000455726
39750,20891.75,70.48460825,0.000431651,0.000455935
39800,20899.8,69.53387664,0.000431938,0.000458589
39850,20908,68.87844365,0.000432636,0.000459503
39900,20916.8,67.65855452,0.000433518,0.000459499
39950,20926.2,67.83037668,0.000436132,0.000461388
40000,20935.4,67.71056048,0.000437447,0.000460878
40050,20943.5,68.86043857,0.000439311,0.000462196
40100,20951.5,66.85446881,0.000440787,0.000461921
40150,20961.45,63.92558173,0.000440964,0.000461991
40200,20972.1,63.91056251,0.000441707,0.000462519
40250,20983.8,66.4800722,0.000442327,0.000465562
40300,20995.75,69.82377818,0.000442387,0.000465049
40350,21005.95,70.16950905,0.000442487,0.000465253
40400,21017.05,70.80338975,0.000444479,0.000471894
40450,21027.3,68.51744303,0.000444741,0.000472868
40500,21035.45,68.12870174,0.000446622,0.000474883
40550,21044.6,71.11061805,0.000447621,0.000475611
40600,21053.35,71.7088558,0.000447136,0.000473746
40650,21061.75,75.05837728,0.000449573,0.000474606
40700,21069.1,74.13501197,0.000450418,0.000475584
40750,21077.75,73.80406493,0.000451778,0.000477435
40800,21086.55,72.18143806,0.000454825,0.000475426
40850,21095.15,69.4037463,0.000455269,0.000477429
40900,21104.85,71.52118567,0.000455519,0.000477443
40950,21113.35,71.03801799,0.000456261,0.00047805
41000,21121.3,69.03622238,0.000456795,0.00047977
41050,21128.4,68.19266823,0.000457498,0.000482222
41100,21137.6,67.72060248,0.000457437,0.000482442
41150,21144.45,69.33282051,0.000461315,0.000481943
41200,21151.7,68.51802683,0.000460741,0.000481741
41250,21159.5,68.8714745,0.000460312,0.000482879
41300,21167.75,68.72030268,0.000458191,0.000485379
41350,21176.6,68.70167392,0.000458618,0.000485815
41400,21183.6,68.72495908,0.000458875,0.000485924
41450,21191.6,66.72091126,0.000463016,0.000487526
41500,21197.7,66.85267384,0.000465458,0.000491885
41550,21203.7,65.14107767,0.000467506,0.000495646
41600,21211.65,65.20429434,0.000468482,0.000498268
41650,21219.5,61.5012195,0.000471056,0.000506802
41700,21228.45,61.24965306,0.000471943,0.000507138
41750,21237.55,61.79708731,0.0004725,0.000507496
41800,21245.9,62.05674822,0.000472162,0.000507295
41850,21254.9,63.29612942,0.000473062,0.000507864
41900,21262.05,61.28295032,0.000473974,0.000507794
41950,21270.4,60.08394128,0.000474887,0.000508735
42000,21279.15,63.30118482,0.00047546,0.000509903
42050,21287.15,66.72690612,0.000476271,0.00051107
42100,21294.05,65.47365882,0.000478559,0.000513631
42150,21300.7,63.14934679,0.000481085,0.000511419
42200,21307.15,63.00412685,0.000481246,0.000512127
42250,21315.9,61.18758044,0.000483803,0.000519107
42300,21324.05,65.74557019,0.000484744,0.000518898
42350,21331.25,65.03229967,0.000484776,0.000518612
42400,21338.15,68.66148848,0.000486488,0.000520265
42450,21344.3,69.95369897,0.000487194,0.000519913
42500,21350.25,69.6936152,0.000488729,0.000523034
42550,21358.35,68.15218265,0.000489132,0.000524101
42600,21365.9,69.30050505,0.000489562,0.000525357
42650,21374.1,69.71140509,0.000490785,0.000525753
42700,21382.5,71.74844946,0.000492648,0.000525463
42750,21390.3,70.4800681,0.00049364,0.000525595
42800,21397.2,69.85871456,0.000494314,0.000526184
42850,21402.95,68.45787025,0.000494605,0.000526446
42900,21410.15,69.11787034,0.000495682,0.000527928
42950,21416.9,71.06616635,0.000497843,0.000531596
43000,21423.85,69.39106571,0.000498067,0.000531884
43050,21431.15,66.89813151,0.00049907,0.000532443
43100,21438.65,67.55442251,0.000499361,0.000532878
43150,21446.15,67.58875646,0.00050369,0.000533858
43200,21453.35,64.80185183,0.000506012,0.000533951
43250,21458.3,63.2803287,0.000506937,0.000536841
43300,21464.7,61.8908717,0.000507112,0.000536977
43350,21469.95,63.77648469,0.000516218,0.000554793
43400,21476.8,60.46221961,0.000515757,0.000558005
43450,21482.1,62.18166932,0.00051728,0.000559894
43500,21486.8,61.16338774,0.000517807,0.000561052
43550,21492.65,61.95288532,0.000518788,0.000562201
43600,21497.85,61.71223542,0.000519467,0.000563063
43650,21503.55,60.61946882,0.000520856,0.000563104
43700,21507.75,61.00622919,0.00052342,0.000565164
43750,21515.4,62.205466,0.000526086,0.000575065
43800,21522.2,62.99777774,0.000525931,0.000575099
43850,21529.25,62.69800635,0.000527226,0.000574438
43900,21536.55,62.93043779,0.000529865,0.000577693
43950,21543.55,64.70672299,0.000531784,0.000576384
44000,21551,63.95998749,0.00053747,0.000593022
44050,21558.8,64.03124237,0.000539009,0.000593617
44100,21566.7,64.90670227,0.000539217,0.000594156
44150,21573.9,65.38868404,0.000536734,0.00059262
44200,21580.65,66.47947052,0.000536743,0.000592261
44250,21586.45,66.96805209,0.000536221,0.000589781
44300,21592.2,69.17224877,0.000535786,0.000590857
44350,21598.3,68.08994052,0.000536546,0.000590982
44400,21605.2,64.60092878,0.000537913,0.000594147
44450,21613.2,63.99562485,0.000541734,0.000595704
44500,21619.25,63.96311437,0.000543408,0.000599214
44550,21624.35,64.2109025,0.000545589,0.000598826
44600,21628.95,65.49748087,0.000546279,0.000607461
44650,21633.55,64.78580091,0.000548869,0.000609223
44700,21640.15,60.8453778,0.000549147,0.000609984
44750,21646.8,59.75684061,0.000549475,0.000611628
44800,21653.85,60.57392178,0.000550606,0.000612096
44850,21659.45,60.69596362,0.000551484,0.000612077
44900,21664.4,59.15268379,0.000553448,0.000613199
44950,21670.85,58.44792554,0.000560503,0.000616349
45000,21677.65,57.52356039,0.000561647,0.000619846
45050,21685.05,55.53521405,0.000569162,0.000620786
45100,21691.35,56.2245498,0.000572875,0.000623312
45150,21697.7,59.49117582,0.000573426,0.000623223
45200,21703.3,59.9266218,0.000574807,0.000623075
45250,21708.2,60.63332417,0.000576628,0.000631085
45300,21714.9,61.94965698,0.000577295,0.000633364
45350,21721.75,64.87464836,0.000578095,0.000634005
45400,21728.05,66.49992481,0.000577973,0.000634222
45450,21734.45,69.0738735,0.000578851,0.00063569
45500,21742.15,71.10499279,0.000580845,0.000636239
45550,21748.65,70.33292259,0.000586167,0.000639128
45600,21755.75,70.33747223,0.000588409,0.00063972
45650,21764.3,68.83894247,0.000590048,0.000638665
45700,21772.25,68.76801582,0.000591494,0.000639035
45750,21779.15,69.88962727,0.000591664,0.000638679
45800,21785.55,71.04984166,0.000592957,0.000642639
45850,21791.3,71.74008642,0.000592914,0.000642265
45900,21795.8,71.00084507,0.000593233,0.000644304
45950,21801.5,72.17922139,0.000593273,0.000645865
46000,21807.75,72.15926829,0.000593982,0.000646557
46050,21813.45,73.29884037,0.000595271,0.000647015
46100,21819.75,71.49993007,0.000596271,0.000646261
46150,21827.25,69.11150411,0.000596782,0.000647784
46200,21833.2,68.62069659,0.000598563,0.00064885
46250,21840.15,67.2,0.000600705,0.000650421
46300,21845.5,66.69752619,0.000601962,0.000649177
46350,21850.8,67.32369568,0.000603935,0.00065138
46400,21856.35,68.96897853,0.00060549,0.000654523
46450,21862,70.03941747,0.000608515,0.000657082
46500,21867.5,72.32482285,0.000610162,0.000656903
46550,21873.65,70.45565982,0.000610765,0.000656089
46600,21878.55,69.90278964,0.000611226,0.000657158
46650,21885.7,69.49532358,0.000613809,0.000659232
46700,21890.35,71.47754892,0.000615365,0.000660459
46750,21894.95,71.330218,0.00061704,0.000662212
46800,21901.1,71.11005555,0.000618742,0.000665121
46850,21906.3,70.74517651,0.000621018,0.000668355
46900,21911.85,68.67954572,0.000622353,0.000669304
46950,21916.5,69.5028057,0.000623699,0.000670641
47000,21921.7,70.14442244,0.000626908,0.000670821
47050,21926.85,70.36362697,0.000627121,0.000670827
47100,21932.85,70.83727832,0.000627568,0.000671183
47150,21938.35,70.42840336,0.000631411,0.000683555
47200,21943.5,68.60087463,0.000630958,0.000682155
47250,21948.05,69.45502142,0.000631796,0.000682342
47300,21953.8,67.90346088,0.000632741,0.000685065
47350,21959.05,69.86272254,0.000633441,0.000685499
47400,21963.75,71.03069759,0.000634762,0.000685018
47450,21967.9,70.81638229,0.000637167,0.000686976
47500,21971.8,70.95125087,0.000640517,0.000685922
47550,21976.85,69.73205862,0.000643436,0.000696436
47600,21982.2,67.85513982,0.00064201,0.000697907
47650,21987.35,68.67605114,0.00064457,0.000701007
47700,21994.1,69.93997426,0.000645132,0.000702104
47750,21999.9,71.59944134,0.000645936,0.000702242
47800,22006.45,70.91290433,0.00064468,0.000702518
47850,22012.75,69.85585158,0.000646226,0.000702253
47900,22018.75,69.31262511,0.000648031,0.000705029
47950,22024.9,71.53572534,0.000653514,0.000714532
48000,22029.65,70.26691967,0.0006569,0.000716011
48050,22036.1,68.41344897,0.000657889,0.000717347
48100,22040.95,68.14807407,0.000661008,0.00071938
48150,22045.35,69.93940234,0.00066169,0.000719273
48200,22050.2,69.10340078,0.000662047,0.000718953
48250,22055.25,69.82148666,0.000662715,0.000720271
48300,22059.35,70.40454531,0.000666075,0.0007189
48350,22063.55,70.3141522,0.000668097,0.000715918
48400,22069.55,69.74410369,0.00067315,0.000730218
48450,22075.1,69.38818343,0.000673492,0.000732018
48500,22079.4,68.61778195,0.000676422,0.000732872
48550,22084.15,70.30789429,0.000679067,0.000734105
48600,22089.25,71.69769871,0.000680073,0.000735581
48650,22093.4,73.0993844,0.00067944,0.000731842
48700,22097.55,74.5246268,0.000680303,0.000731347
48750,22101.45,72.77032362,0.000680617,0.00073151
48800,22105.8,74.31123737,0.000680565,0.00073139
48850,22110.4,74.74971572,0.000682182,0.000735029
48900,22115.1,76.22545507,0.000684939,0.000735131
48950,22119.2,78.034864,0.000686231,0.000735587
49000,22123.6,75.11644294,0.000687581,0.000738678
49050,22127.35,73.64400858,0.000688349,0.000740639
49100,22131.2,74.15389403,0.000687765,0.000740782
49150,22134.85,73.82303164,0.000689042,0.000741046
49200,22139.15,74.58686211,0.000690176,0.000741308
49250,22142.25,75.0386567,0.000693959,0.00074412
49300,22144.85,74.4612651,0.000699898,0.000753759
49350,22148.15,74.60509366,0.000708649,0.000758123
49400,22151.4,74.17978161,0.000711764,0.000762179
49450,22154.55,74.61849637,0.000714748,0.000774979
49500,22158.4,74.97626291,0.000717717,0.000783417
49550,22162.85,74.73687176,0.000718613,0.000782839
49600,22167.95,73.16173863,0.000721015,0.000786259
49650,22173.6,73.26499846,0.000722456,0.000787162
49700,22178.25,73.53094587,0.000723995,0.0007897
49750,22184.25,73.11634564,0.000724377,0.00079109
49800,22190,71.78133462,0.000725176,0.000792893
49850,22195.2,72.29107829,0.000726089,0.000794217
49900,22200.5,70.00685681,0.00072683,0.000794373
49950,22205.15,68.82673899,0.000728633,0.00079419
50000,22209.6,68.51569163,0.000728775,0.000793642
50050,22213.5,68.2887985,0.000733377,0.000794417
50100,22217.45,69.26239961,0.000736524,0.000805658
50150,22222,67.57751105,0.000741204,0.000809075
50200,22227.3,67.26247096,0.000743764,0.000821376
50250,22231.4,66.91248015,0.000744974,0.000821702
50300,22236.05,65.90356591,0.00074641,0.000822354
50350,22241.4,64.67766229,0.000746771,0.000822613
50400,22246.2,65.94179251,0.000746876,0.000821961
50450,22251.55,65.50603026,0.000747118,0.000821252
50500,22257.7,65.11405378,0.000748639,0.000821338
50550,22262.85,66.06360571,0.000749289,0.000821663
50600,22266.8,65.37400095,0.00075037,0.00082345
50650,22271.15,65.77963211,0.000751666,0.000823916
50700,22277.8,62.8572987,0.000757204,0.00082829
50750,22285.15,64.39751548,0.000757046,0.000828553
50800,22288.95,66.18096403,0.000761907,0.000826247
50850,22291.85,68.00529391,0.000766053,0.000836285
50900,22295.9,67.40504432,0.000769825,0.000838555
50950,22300.1,67.32131906,0.000771697,0.000839256
51000,22303.65,68.26829425,0.000774699,0.000841274
51050,22308.35,65.32074709,0.000777407,0.000836807
51100,22313.35,64.05872306,0.000779947,0.000834039
51150,22317.6,64.80802419,0.00077961,0.00083332
51200,22321.05,64.61393039,0.000780351,0.000831111
51250,22325.8,64.13236313,0.000780805,0.000827515
51300,22329.8,61.91607223,0.000783873,0.000828354
51350,22333.65,63.05870281,0.000785391,0.000829142
51400,22337.4,64.89314293,0.00078786,0.000829843
51450,22340.3,65.70296797,0.000788962,0.000831595
51500,22345,64.17850107,0.000789454,0.000832158
51550,22349.3,63.83416014,0.000793198,0.000832342
51600,22353.55,65.80091185,0.000794085,0.00083441
51650,22357.95,64.73515274,0.000795341,0.000836437
51700,22361.6,66.82275062,0.000802742,0.000835887
51750,22365.5,65.99393912,0.000806914,0.000839135
51800,22369.65,66.30294111,0.00080717,0.000838764
51850,22373.95,66.09871406,0.000807921,0.000839113
51900,22377.75,66.43252216,0.000808371,0.000840549
51950,22380.55,67.11244296,0.000809741,0.000843501
52000,22384.25,65.8950681,0.00081086,0.00084431
52050,22387.6,65.51518908,0.000812017,0.000846442
52100,22390.85,64.97014699,0.00081718,0.000856511
52150,22395.75,60.80657859,0.000819895,0.000856644
52200,22399.9,60.48735405,0.00082072,0.000857463
52250,22403.95,60.65245255,0.00082119,0.000857502
52300,22407.7,61.50512174,0.000821761,0.000857519
