EDGES=66626.0, ITERATIONS=20,DATE=2018-03-13 03:08
Number of edges,Largest component size,LCS uncertainty,Average Clustering Coefficient,ACC uncertainty
19026,12821.85,57.91569303730773,0.00021272245850747798,7.546151102177713e-05
18926,12775.15,61.123052116475485,0.00020499546175058425,7.386327047110861e-05
18826,12726.95,63.031321578961546,0.00019940531049674682,7.056328866504218e-05
18726,12678.6,59.94197193946538,0.00019972970303868727,6.998081661037462e-05
18626,12633.85,60.06685858253097,0.00019912555986958315,6.889575746277505e-05
18526,12584.5,61.80817098086627,0.0001985767127774878,6.892364116752745e-05
18426,12535.25,63.18296843300384,0.00019549786393441778,6.528583831577443e-05
18326,12486.95,62.563947285976006,0.00019663236420799346,6.291234784800855e-05
18226,12437.65,63.10251579778366,0.0001973935944026056,6.234977483553792e-05
18126,12392.3,63.168109042525124,0.00019445723278964966,6.226523315731507e-05
18026,12341.45,63.24909090248225,0.00019291416779268538,6.252599268920883e-05
17926,12293.85,65.8477600224923,0.0001935010212948507,6.218052822635814e-05
17826,12243.25,64.85358509760214,0.00019249096551407445,6.336945775384359e-05
17726,12193.95,61.71343046683196,0.00018822205531428892,6.484515134823461e-05
17626,12142.85,60.591480424113215,0.00018920114202060427,6.318654986953937e-05
17526,12089.6,62.455103874827536,0.000186527229933927,6.436775865139286e-05
17426,12039.65,59.95104252636159,0.00018850837242573152,6.392825239286174e-05
17326,11988.85,59.15088756718444,0.00018447289362382926,6.208693897373546e-05
17226,11938.35,58.841545697028536,0.0001826910812318114,6.259389139688681e-05
17126,11884.9,56.655008604901454,0.0001832915070081849,6.333447110813015e-05
17026,11832.25,57.09192149518109,0.00017818206034530415,5.732144939203707e-05
16926,11778.45,54.65846229070576,0.00017694252425467163,5.7204244440361456e-05
16826,11723.4,56.22312691403472,0.00017152041781088857,4.860051380390305e-05
16726,11671.15,58.32004372444741,0.00016544835391800282,4.947224166863985e-05
16626,11616.45,57.99178821164685,0.0001644946667075079,4.955547702513291e-05
16526,11562.0,62.82037885914061,0.00016103447901199102,5.3257505493475733e-05
16426,11507.5,63.90891956522219,0.0001604074897638843,5.349412910388226e-05
16326,11451.7,62.24636535561336,0.0001585132042531822,5.460805423796874e-05
16226,11396.3,63.27487653107863,0.0001548785073048623,5.747075298117436e-05
16126,11341.4,60.298756206181544,0.00015359944612522054,5.698395058893233e-05
16026,11284.15,63.782658301505094,0.00014970954499814398,5.5290395581523024e-05
15926,11225.8,64.8217556073137,0.0001488460252097917,5.4657930825108996e-05
15826,11169.65,65.88723320957192,0.00014691577071284542,5.5751296294369284e-05
15726,11112.25,65.9445790038878,0.00014535788764577577,5.4511191641224395e-05
15626,11055.25,67.21820809865463,0.0001445327635425362,5.31308919509663e-05
15526,10996.0,66.73979322715182,0.00014650486167560025,5.3901828655515514e-05
15426,10940.85,65.484559248663,0.00014661993243275136,5.373374797981196e-05
15326,10884.2,66.16237601521384,0.00014660652435144052,5.436014326154695e-05
15226,10826.05,67.89733058091684,0.00014655684503095623,5.482711034393633e-05
15126,10769.25,67.51286914357158,0.00014414913683725436,5.4132498891208445e-05
15026,10710.85,66.23463972868483,0.00013745750617057739,5.272383858993297e-05
14926,10650.1,66.7104939270551,0.00013465464345976047,5.551391466000501e-05
14826,10590.7,66.68665533661516,0.00013274135508951505,5.099020453251759e-05
14726,10526.6,66.17809305194322,0.00013117287943183485,5.189026682851862e-05
14626,10464.95,65.40831369166678,0.00013057704736406004,5.208293195677858e-05
14526,10403.7,64.02741600275981,0.00012650126200582142,5.12301416683091e-05
14426,10343.85,65.12317175927993,0.00012675283649060632,5.1729631591475916e-05
14326,10282.25,65.50181295198645,0.00012452515772974984,5.1447746503941606e-05
14226,10222.65,61.53395404172835,0.00012186373976577295,4.974050731565495e-05
14126,10159.35,58.77692999801585,0.0001193967164768435,4.852009937278086e-05
14026,10096.55,57.50519541755619,0.00011742719274344935,4.828017284644612e-05
13926,10031.95,56.714614518521614,0.00011821363514638494,4.928624321832716e-05
13826,9965.4,51.31510498878022,0.00011742494179463377,5.0397339025241534e-05
13726,9902.95,53.27426677091429,0.00011681694757210395,5.06421681759762e-05
13626,9843.6,52.04075326121477,0.00011799564970807044,5.012073785073789e-05
13526,9779.3,54.267946340544945,0.00011824135166257231,4.941223160719688e-05
13426,9708.45,57.004802429133136,0.00011533262362430504,5.221044821628987e-05
13326,9642.75,56.781048775149976,0.00011210568658620347,5.444020924018758e-05
13226,9575.4,58.22490875905772,0.00010540141690749758,5.522278257192354e-05
13126,9508.95,56.83174728966569,0.00010378558692946882,5.231312414805291e-05
13026,9442.1,55.22128212913654,0.00010168728179796348,5.210812457307407e-05
12926,9376.7,57.98629148325941,0.00010077274596791144,5.3370062350337965e-05
12826,9306.1,57.58636991509029,0.00010525995896874311,5.9044970515123676e-05
12726,9239.35,56.1268874961596,0.00010380200238201016,5.9095941145059844e-05
12626,9167.4,58.528967187329535,0.00010425634307752915,5.9292937260254347e-05
12526,9093.35,59.1559591249659,0.0001051778624199109,6.22157350444796e-05
12426,9021.45,59.69964405253522,0.00010462681099055878,6.21610422130477e-05
12326,8949.2,59.89874789997286,0.00010449655160419136,6.318775882399374e-05
12226,8876.7,62.981822774341346,0.00010173962423666192,6.261134019841578e-05
12126,8801.25,63.032432128277904,0.00010077746846467795,6.22504063557749e-05
12026,8724.55,58.85191160883651,9.831266995841878e-05,6.13939799935703e-05
11926,8651.3,54.800638682540054,9.617280077278043e-05,6.131564448987346e-05
11826,8579.2,53.34285331680845,9.695491527492126e-05,6.24328027248525e-05
11726,8511.9,53.110168517880034,9.529085838614576e-05,6.348882513606765e-05
11626,8440.55,51.03084851350548,9.61715926149543e-05,6.360115409834791e-05
11526,8366.95,50.58505213990022,9.534563204474578e-05,6.335419609071173e-05
11426,8295.5,54.68226403511435,9.545482917442004e-05,6.338203635962128e-05
11326,8220.5,51.817468097129364,9.022931455933671e-05,6.497855652236998e-05
11226,8144.15,51.837510549842825,8.911947668257565e-05,6.278537313114995e-05
11126,8060.45,57.85453741929749,8.352241281759985e-05,5.7597554647044294e-05
11026,7981.35,56.65357446796818,8.416033086437953e-05,5.7344608301217264e-05
10926,7905.55,53.567224120705696,8.34123036347115e-05,5.8481236157078333e-05
10826,7819.7,53.619119724267804,8.482546360797182e-05,6.010631717851394e-05
10726,7737.85,49.542178999259164,8.682232527428578e-05,6.01208531504941e-05
10626,7657.2,50.82676460298112,8.433828352972635e-05,5.374740092334142e-05
10526,7572.4,54.56683974722291,8.296046662199013e-05,5.1340206139181266e-05
10426,7490.05,54.84384650985399,8.217510231620117e-05,5.0147821922213286e-05
10326,7404.6,52.630219456103504,7.79743831207621e-05,4.931784968857126e-05
10226,7322.1,54.62224821440551,7.873748695152176e-05,4.817860152877894e-05
10126,7237.0,54.24758059118415,7.468984502536925e-05,5.002294337389819e-05
10026,7147.3,53.254201712145814,7.360438594585733e-05,4.837661798734173e-05
9926,7056.4,62.646149123522,7.112859597844092e-05,5.1100304843476446e-05
9826,6967.75,65.9999053029398,7.032490058666844e-05,5.0114773616314735e-05
9726,6880.35,70.90435459120008,6.844140383910019e-05,4.9439205479982454e-05
9626,6790.6,61.67527867789594,6.704672639309122e-05,5.003674631380454e-05
9526,6693.75,62.549880095784516,6.635488313762933e-05,5.004968389215706e-05
9426,6599.7,64.5926466403173,5.801682667027151e-05,4.345524193376163e-05
9326,6510.1,66.6797570481298,5.690642622269315e-05,4.437146655539858e-05
9226,6418.45,67.28928220752451,4.973877812756777e-05,4.454488113544112e-05
9126,6326.75,68.61623350199281,5.0048093299872425e-05,4.431280954519366e-05
9026,6236.2,68.0790716740862,5.158691844299515e-05,4.344741817535013e-05
8926,6145.35,61.91306404951305,4.992749145445207e-05,4.481490571483444e-05
8826,6048.25,58.314556501773296,4.669578138218491e-05,4.098352720892743e-05
8726,5957.3,62.01701379459836,4.4031014868897284e-05,4.083317370547809e-05
8626,5853.85,64.24194502033797,4.405423933358643e-05,4.083070651363094e-05
8526,5762.3,63.15069279111603,4.438726259788e-05,4.0761437972481116e-05
8426,5662.3,62.04603129932783,4.456450751680754e-05,4.0811665662080225e-05
8326,5554.65,62.19105643102195,4.2177349774410586e-05,3.9475362281649115e-05
8226,5453.95,61.510547875948916,3.855931358670438e-05,4.034936682677878e-05
8126,5355.5,67.01977320163438,3.8193104787430095e-05,4.073553986749573e-05
8026,5258.2,63.94888583862031,3.8278126465476324e-05,4.0760065055511545e-05
7926,5159.45,64.85327670982893,3.1733658894661775e-05,3.69038401892232e-05
7826,5052.5,68.1245183469157,2.936037083908806e-05,3.748528507910033e-05
7726,4954.6,72.84256997110536,2.7310909929667494e-05,3.705922437663375e-05
7626,4849.9,73.47169523022846,2.8057829802438845e-05,3.725723027844636e-05
7526,4744.7,80.28891579787748,2.715712942835453e-05,3.7705231968837435e-05
7426,4638.35,84.12625927732304,2.70534156078666e-05,3.7777769997086004e-05
7326,4518.15,86.97314240617227,2.7155071237682687e-05,3.778732879437518e-05
7226,4412.75,88.93473730775425,2.730464130258573e-05,3.7709087176667375e-05
7126,4303.2,86.12235482151185,2.7447819725031512e-05,3.8229149509978145e-05
7026,4197.8,90.38561832503365,2.610597382139526e-05,3.872352596008616e-05
6926,4090.05,86.73435017337874,1.901092889937137e-05,2.331615026159085e-05
6826,3990.7,85.64350529959866,1.954233789803973e-05,2.3436899328130016e-05
6726,3880.5,84.39105402825365,1.9457761378894997e-05,2.3481305270373417e-05
6626,3755.0,83.5870803414065,1.8227960218421133e-05,2.381131918137204e-05
6526,3628.7,87.96425410358968,1.8516823347085938e-05,2.402406060184107e-05
6426,3508.1,95.10042060895341,1.854328919793393e-05,2.4018066051500484e-05
6326,3395.15,98.04502792084223,1.8568731072409827e-05,2.406544154250737e-05
6226,3284.0,93.31880839359434,1.857194740845038e-05,2.4070220020505638e-05
6126,3166.6,100.95711961026679,1.7195884224436116e-05,2.1058596045808224e-05
6026,3042.75,105.38020449781233,1.4831086934915646e-05,2.0183073046472577e-05
5926,2918.05,114.5868557034315,1.5246979776487084e-05,2.037191103250198e-05
5826,2802.45,105.16010412700163,1.2709821723806017e-05,1.885355366345592e-05
5726,2681.7,100.5654513240063,1.2714910098701192e-05,1.8864684488022416e-05
5626,2549.3,113.82403085464517,1.3213570838428786e-05,1.9264320903021875e-05
5526,2427.45,127.11902886665128,1.3218797359248717e-05,1.927641664794632e-05
5426,2305.05,137.66716202493458,1.3225842801411275e-05,1.9292349970314922e-05
5326,2172.6,159.26845262009803,1.1047431226094246e-05,1.8170371725970986e-05
5226,2026.35,155.33263501273657,1.1410093582259764e-05,1.8285569820339634e-05
5126,1897.2,158.6198600428073,9.484730804614546e-06,1.6396354228563613e-05
5026,1754.05,223.77521645615752,9.484730804614546e-06,1.6396354228563613e-05
4926,1589.35,331.02375670033115,9.55087967825188e-06,1.640773827680619e-05
4826,1450.25,342.66206019925824,9.562752553007297e-06,1.641300947057129e-05
4726,1312.95,359.44060357728074,9.199627617305853e-06,1.6554645342116294e-05
4626,1180.4,331.28890714903184,8.595807129744555e-06,1.667234129953695e-05
4526,1047.5,333.55201993092464,5.787024187605483e-06,1.2557074847860767e-05
4426,877.85,315.5028169446352,5.787024187605483e-06,1.2557074847860767e-05
4326,735.45,286.5706675499081,5.803985437256082e-06,1.2589526534806884e-05
4226,617.05,263.474567083808,4.311549661182077e-06,1.1372377621211846e-05
4126,512.2,250.03471758937795,4.454024158247102e-06,1.1600766197906444e-05
4026,447.15,227.40058816986385,2.167647705346457e-06,6.552523036761578e-06
3926,369.75,197.88048792137135,3.5923926759967108e-06,1.2014302896067774e-05
3826,315.25,185.37553101744575,3.5923926759967108e-06,1.2014302896067774e-05
3726,265.5,159.8491476361385,3.5923926759967108e-06,1.2014302896067774e-05
3626,231.35,146.59920702377622,3.5923926759967108e-06,1.2014302896067774e-05
3526,185.65,123.99728827680063,3.5923926759967108e-06,1.2014302896067774e-05
3426,151.0,85.98546388779909,3.5923926759967108e-06,1.2014302896067774e-05
3326,135.2,74.95305197255148,3.6636299245292233e-06,1.2110075691092124e-05
3226,109.95,41.73424852564138,3.775574172223172e-06,1.2455522754176284e-05
3126,99.15,38.931060864045286,3.775574172223172e-06,1.2455522754176284e-05
3026,88.15,33.065503171734726,3.775574172223172e-06,1.2455522754176284e-05
2926,75.75,25.115483272276492,0.0,0.0
2826,66.1,21.396027668705255,0.0,0.0
2726,59.65,19.963153558493712,0.0,0.0
2626,51.45,17.853501057215627,0.0,0.0
2526,46.75,17.685799388209738,0.0,0.0
2426,42.3,17.097075773359613,0.0,0.0
2326,37.95,13.287117821408813,0.0,0.0
2226,34.85,13.409977628616682,0.0,0.0
2126,30.8,11.2809574061779,0.0,0.0
2026,27.95,8.806105836293362,0.0,0.0
1926,24.6,6.560487786742687,0.0,0.0
1826,22.65,6.381810088054961,0.0,0.0
1726,20.15,5.824731753480161,0.0,0.0
1626,17.95,4.8422618681768945,0.0,0.0
1526,15.55,3.680692869555946,0.0,0.0
1426,13.75,2.6052830940226044,0.0,0.0
1326,12.9,2.447447650104085,0.0,0.0
1226,11.9,2.25610283453569,0.0,0.0
1126,11.1,2.0223748416156693,0.0,0.0
1026,9.55,1.829617446353194,0.0,0.0
926,8.75,1.479019945774904,0.0,0.0
826,8.2,1.5684387141358147,0.0,0.0
726,7.35,1.4585952145814838,0.0,0.0
626,6.75,1.4097872179871673,0.0,0.0
526,5.7,1.0535653752852736,0.0,0.0
426,5.15,1.0136567466356627,0.0,0.0
326,4.25,0.4330127018922193,0.0,0.0
226,3.65,0.5722761571129803,0.0,0.0
126,3.1,0.4358898943540668,0.0,0.0
26,2.1,0.29999999999999977,0.0,0.0
